ID,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10
100414,100674,100800,100719,200216,205170,200746,201549,100156,201910,205562
100415,200522,100730,302846,202570,202536,202745,301148,105069,200216,306206
100416,105454,106650,103782,202252,401432,204615,103211,104516,104842,200752
100417,204079,100676,106031,101074,200066,200015,104711,103664,200106,200837
100418,200675,204287,202575,203440,106668,200860,205170,300065,101580,205370
100419,302284,202355,104255,101117,202351,205221,205677,200458,100338,105327
100420,203512,203154,100060,105304,106202,200530,101500,203850,103782,304378
100421,200608,200403,100580,100588,200316,100473,100496,100345,300591,200822
100422,100312,101944,106016,203060,302025,203863,400815,304396,100022,202565
100423,201720,203471,204836,401706,102728,101541,202536,203781,401227,200544
100424,102045,205692,101699,100366,302649,105786,200923,204769,305734,202570
100425,100545,306193,101500,203993,104538,200118,200772,200281,203042,200617
100426,200191,202199,200201,100118,204243,100949,100146,205492,303490,201298
100427,203059,201036,301308,302798,203457,100830,200372,202109,200676,201522
100428,100200,200431,101193,400023,400016,401037,201421,200005,203555,100000
100429,105750,101099,202825,200804,400171,202889,202143,103158,200009,100838
100430,101329,100199,100568,202402,200243,200501,205631,200403,203713,100206
100431,102108,300025,201421,204019,400023,202537,101193,202355,200232,401431
100432,203512,101193,101225,102108,205320,201074,202401,204287,100079,202496
100433,200354,300328,300154,300123,101831,300353,300069,300196,100589,100608
100434,100786,201171,201199,202570,100758,200032,201298,302602,202904,100424
100435,100184,101849,300456,101117,202075,100439,100265,103976,202364,300605
100436,202001,304094,100768,200833,106495,102788,200397,105138,205202,302523
100437,100262,100328,205506,201317,100524,100661,203900,105538,100374,204833
100438,200364,204254,200647,204400,204672,200383,303003,201273,201315,201802
100439,300456,100265,101849,300605,101117,100435,100184,200458,200522,200556
100440,100641,203880,203123,100676,105084,205398,101541,100551,300061,303019
100441,100586,100611,105361,203531,101072,302876,103238,104382,303374,100976
100442,106684,202492,202929,200922,200383,403212,200926,200381,200647,200665
100443,102235,104863,305958,200201,106546,200397,303897,101428,202273,100736
100444,203000,100736,100572,101328,100302,201988,104863,204716,100004,301496
100445,105120,200384,201857,105623,102519,100077,104580,306025,203847,100266
100446,100517,100528,100133,100464,100623,103549,103437,104863,101193,103143
100447,101167,203847,104863,100760,100709,100023,202536,100415,200431,201424
100448,202641,100593,100617,200271,203200,100564,106030,203304,202570,200329
100449,200985,200530,203512,302798,100007,200856,200431,200339,102219,205076
100450,103253,402745,100337,100522,306041,101516,102986,100349,200556,202523
100451,204686,100079,304395,202570,402088,106030,203601,304745,301887,204672
100452,104863,105921,100410,201391,202617,101744,202187,101576,106536,400860
100453,103337,103213,103494,303387,200922,200907,202502,400560,203190,200135
100454,301790,101261,202195,201900,202570,100730,402852,300029,302274,202536
100455,106081,202092,200214,105101,203402,403212,105291,100111,401197,304373
100456,105304,102227,103189,202080,104865,100848,304522,300563,100344,202402
100457,300179,202555,400943,103314,100880,204206,203454,100061,102328,100335
100458,100638,100614,200082,105872,203282,105808,200372,300347,302470,105111
100459,300061,204243,100536,202296,202056,202398,201571,200907,204651,202570
100460,200503,100079,203042,101103,301535,200383,304932,200647,204188,102108
100461,100933,101578,201281,203158,100607,106668,200672,302389,201545,401696
100462,204188,305527,104865,102198,102108,100023,100545,304597,201910,201572
100463,202575,200312,103074,302739,301887,202570,200586,100712,201074,202849
100464,103549,201340,103437,100517,100446,100528,100133,100623,103320,200992
100465,301889,203280,202153,303268,304395,203340,205610,305104,200381,400815
100466,102266,204509,200202,106592,102092,303284,105322,202853,301516,106468
100467,301271,105226,100338,200118,105069,201936,200549,200432,302866,201490
100468,200020,200357,203400,203304,200105,100833,105466,200019,202849,100011
100469,300005,202496,400374,303579,100302,200032,400381,105291,100118,400564
100470,104215,302732,102866,200985,201075,201483,104863,203925,200182,205717
100471,102935,302039,200392,203184,201988,205458,100208,300227,200560,204907
100472,100587,300209,202490,201064,204243,202276,102812,201202,200118,301887
100473,100194,100496,100345,200403,200608,100580,104188,200620,200082,204907
100474,103872,203820,202109,200436,200376,204503,200109,100821,304422,106030
100475,200647,103070,200586,200985,100079,203389,200411,401526,400823,303999
100476,200664,300227,205078,200406,100239,100768,105166,302470,202570,302025
100477,100077,200324,100857,100312,100572,305259,201333,203008,301023,103086
100478,202570,202740,102812,100425,102935,104865,100504,105166,200968,203197
100479,203423,300000,203771,202297,204923,200118,103359,306203,100567,201556
100480,100338,105327,100286,205224,105126,203555,200392,100730,105226,203885
100481,200164,102381,201869,100846,200376,202054,401140,305527,402016,202472
100482,302659,100500,202295,302113,204651,205663,203365,101017,100503,301040
100483,100986,100461,300723,200288,100585,101498,304432,100668,105015,300896
100484,100778,200458,100476,100380,200216,100730,100171,105606,300061,200406
100485,200356,100004,203099,101659,202570,204559,101222,102589,104596,103797
100486,100745,300594,301103,305954,100526,100655,302674,100775,300601,302640
100487,103331,300698,200895,400323,201300,101193,300025,302575,202355,201404
100488,106268,202896,102108,304104,106459,105947,304377,304520,200356,300626
100489,100335,202583,201127,302632,100567,305735,100080,202920,102762,200906
100490,200336,100184,304519,400860,302866,201102,204017,202615,400147,203870
100491,100523,100695,105622,203759,202896,200844,301685,104533,200216,200002
100492,200564,201593,106546,302947,304261,101099,102948,105060,304446,200108
100493,201169,402898,106354,100077,205459,200034,300271,101167,201108,203284
100494,302503,202398,304313,200739,204940,205631,303821,203457,100420,302623
100495,102267,301549,202875,101377,400525,302603,300046,200109,205008,100760
100496,100473,100345,100194,200403,100580,100421,100588,200620,200608,200822
100497,306524,302652,302585,301039,305720,100064,300189,400943,304533,306155
100498,204686,202433,203184,102986,101777,102811,203003,204718,204963,200392
100499,101048,200481,203365,205432,101311,204813,200874,103814,200455,104572
100500,100482,201658,202100,205514,300163,301040,100603,302659,104592,105597
100501,200327,203042,101106,200008,205248,106553,103360,200118,304491,106055
100502,301201,304710,103378,300587,101426,401842,204532,201572,205142,306085
100503,100545,101590,401851,200772,203555,200778,101428,100986,203239,203468
100504,200705,200541,201577,200171,200362,204686,201360,201063,204814,200207
100505,101117,300961,306490,100024,105327,301889,202883,205492,304367,400758
100506,106696,302478,400285,300587,304932,202538,100319,300487,105693,202714
100507,205465,305805,106694,102491,201181,201031,100366,103692,304917,100265
100508,202164,100526,100775,203472,204097,102257,105084,100231,300594,301406
100509,103403,205331,101605,304937,203632,401719,105575,106308,401233,303860
100510,201108,202615,300214,100184,204455,200559,105963,304988,105518,201124
100511,105334,102108,202490,105304,400010,203365,104863,103782,100587,103533
100512,203512,203302,202364,205457,300551,200324,202254,201995,106328,500254
100513,100511,100342,203218,105002,102812,400349,200167,105304,305739,400010
100514,100554,100747,100888,300051,100749,100319,106501,100840,100714,205218
100515,106613,204064,100988,205368,202574,201604,203317,203561,102860,200640
100516,100504,106366,200273,103150,306025,204718,100002,204839,202630,101612
100517,100133,100528,100623,103437,100446,100464,103549,201340,103791,300139
100518,201500,305729,100291,400073,200509,102244,300570,300032,303815,202902
100519,305889,200889,305775,202718,106524,100545,200537,104538,400815,105209
100520,202273,203555,303897,106495,203154,201107,202109,200034,204718,202853
100521,200530,201436,100012,204095,100504,102967,101769,202537,100246,102895
100522,300583,304434,100584,200020,200111,101516,103265,105167,202896,101511
100523,100695,100491,105622,205613,104533,204492,200772,200336,200844,101193
100524,205506,100328,203900,100188,100262,200372,201317,100374,200336,105538
100525,102914,203010,301800,200530,200049,305832,204573,202945,201535,101426
100526,100508,300594,300139,204812,302633,100728,100745,302640,201199,202972
100527,106328,100016,201436,106537,101389,100598,106081,101115,202268,200392
100528,100133,100517,100623,100464,103549,100446,103437,204187,205076,204073
100529,103094,200020,204286,103359,200069,200861,202536,103793,204103,105808
100530,100645,100570,101208,100385,201249,200054,205333,102237,205562,101408
100531,205657,400444,400381,305775,303386,100467,400564,105265,103981,303351
100532,100609,100677,100122,201131,205058,200005,201231,200198,200381,301816
100533,200155,100833,100099,202810,200408,100773,305729,205475,200357,202372
100534,401839,106295,100281,104521,204890,201338,100553,304554,102194,200589
100535,302369,200356,402745,301812,300104,401586,200964,202373,102998,100120
100536,300061,200205,204417,200032,200080,101056,305459,100404,202252,200002
100537,200617,305729,200357,400023,100821,100012,202849,201297,401140,201358
100538,304747,401227,305983,200414,104388,201307,300347,101027,200011,200321
100539,205240,305919,202560,204813,100634,301282,101707,101877,302957,400843
100540,205659,205107,103756,106152,301095,201298,100210,202817,200174,202761
100541,100174,303597,103558,101128,301148,201650,102689,301048,103519,104880
100542,101300,106339,106387,303334,202523,205599,400860,200304,100415,303612
100543,201437,302713,200407,204634,401470,100039,200450,202204,100074,106338
100544,400815,305527,100122,200324,106511,200015,100230,302520,303729,302470
100545,203555,203468,203500,100849,101428,202279,204686,304579,301378,200599
100546,100647,100783,201497,100267,200825,204691,105264,202071,101511,402482
100547,202401,204651,200022,102167,106002,100007,203512,205706,104863,205630
100548,203042,104471,205134,202630,203433,104785,102342,202921,101426,301390
100549,202304,200659,200661,104139,104056,200994,103762,101489,200235,101852
100550,203255,202523,300008,100370,200032,300529,202277,200448,103998,100339
100551,302335,304443,101370,104481,100285,100641,100552,401353,106026,202612
100552,100551,203880,100285,101826,300529,303666,200589,100417,301913,106260
100553,400965,104428,100079,301640,401526,100200,100849,302750,102168,302605
100554,100749,100514,100840,100714,106501,100888,100319,100747,300051,104913
100555,300667,200392,401851,202430,201231,200032,300200,200216,101805,204891
100556,205706,200356,201150,100420,102108,201202,104521,203555,202464,203010
100557,100545,106524,103936,305775,104515,103402,102964,302389,203770,100366
100558,100532,304395,202343,205319,201770,200772,305765,102259,203282,101289
100559,300487,302649,104826,100596,302708,100424,300236,205055,201088,303781
100560,205078,304373,201075,202570,100467,200933,402146,302682,100085,300335
100561,201013,105304,102478,100773,200408,200725,203917,100011,106165,100833
100562,100839,101022,200198,302012,301887,200046,101315,105492,200204,100116
100563,103070,101193,106081,303272,201300,402029,100018,100088,200023,304415
100564,203200,100593,100617,200271,100448,202641,101541,204651,100366,201549
100565,101536,203772,403000,101213,401735,306694,200622,101148,201075,400045
100566,202153,103778,301496,201256,100282,104377,100499,300025,101769,205078
100567,301946,102414,101868,304467,200389,201078,301810,304378,403066,302728
100568,100199,200243,201391,200536,203713,300038,100381,100156,100226,200092
100569,303999,306013,402409,100959,106081,205077,100031,200431,200756,203555
100570,100645,200345,100530,305584,200578,205329,201102,101054,100385,205347
100571,100732,100856,100743,300356,201353,203881,201524,203555,104863,204243
100572,200324,203771,300591,205128,200032,200177,200436,205261,204017,304261
100573,101459,101189,106042,204077,302052,103226,101475,203735,102108,303135
100574,201988,304522,402146,302837,301496,303897,205492,100171,100098,301743
100575,204019,402066,200647,200324,200455,104347,200669,200032,201538,200586
100576,200256,203925,204718,202109,305709,200049,204672,200586,201315,200579
