Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL
Chien-Caillou Fantaisies d'hiver,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=28365334&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$17.95,,,,,,,,,,
The Cock and Anchor,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=24482008&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
A Christmas Carol and The Night Before Christmas,9780517229279,https://www.goodreads.com/buy_buttons/13/follow?book_id=37716&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$267.17,,,,,,,,,,
ÐÐ¾Ð±Ð·Ð°Ñ [ÑÐ¾ÑÐ¾ÑÐ¸Ð¿ÑÑ Ð¿ÑÐ¸Ð¼ÑÑÐ½Ð¸ÐºÐ° Ð²Ð¸Ð´Ð°Ð½Ð½Ñ 1840 ÑÐ¾ÐºÑ],-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=28959915&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Raven and Other Poems,9780439224062,https://www.goodreads.com/buy_buttons/12/follow?book_id=269322&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$125.00,,,,,,,,,,
Tales Of The Grotesque and Arabesque,9781903025598,https://www.goodreads.com/buy_buttons/12/follow?book_id=6429012&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$22.00,,,,,,,,,,
"Sybil, or The Two Nations",9780140431346,https://www.goodreads.com/buy_buttons/12/follow?book_id=1907784&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$1.41,Tom Jones (Oxford World's Classics),https://www.amazon.com/Tom-Jones-Oxford-Worlds-Classics/dp/0199536996/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199536996&pd_rd_r=123K5SSMMNPPADVC44VM&pd_rd_w=RHXEz&pd_rd_wg=Vh0o1&psc=1&refRID=123K5SSMMNPPADVC44VM,Vanity Fair (Wordsworth Classics) (Wordsworth Collection),https://www.amazon.com/Vanity-Fair-Wordsworth-Classics-Collection/dp/1853260193/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1853260193&pd_rd_r=123K5SSMMNPPADVC44VM&pd_rd_w=RHXEz&pd_rd_wg=Vh0o1&psc=1&refRID=123K5SSMMNPPADVC44VM,Dombey and Son (Penguin Classics),https://www.amazon.com/Dombey-Penguin-Classics-Charles-Dickens/dp/0140435468/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0140435468&pd_rd_r=123K5SSMMNPPADVC44VM&pd_rd_w=RHXEz&pd_rd_wg=Vh0o1&psc=1&refRID=123K5SSMMNPPADVC44VM,,,,
Misterele Londrei,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=25602492&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Letters of Two Brides,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=7700588&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
Ð§Ð¾ÑÐ½Ð° ÑÐ°Ð´Ð°,"
                  966033379X",https://www.goodreads.com/buy_buttons/12/follow?book_id=7177082&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
"The Narrative of William W. Brown, a Fugitive Slave",9781428033931,https://www.goodreads.com/buy_buttons/12/follow?book_id=416353&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$4.95,Narrative of Sojourner Truth,https://www.amazon.com/Narrative-Sojourner-Truth/dp/1945644699/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1945644699&pd_rd_r=DGYMZK351FB7FW51CHV3&pd_rd_w=OGN2C&pd_rd_wg=Sl4gm&psc=1&refRID=DGYMZK351FB7FW51CHV3,Narrative of the Life of Frederick Douglass,https://www.amazon.com/Narrative-Life-Frederick-Douglass/dp/0486284999/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486284999&pd_rd_r=DGYMZK351FB7FW51CHV3&pd_rd_w=OGN2C&pd_rd_wg=Sl4gm&psc=1&refRID=DGYMZK351FB7FW51CHV3,12 Years a Slave,https://www.amazon.com/12-Years-Slave-Solomon-Northup/dp/1631680021/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1631680021&pd_rd_r=DGYMZK351FB7FW51CHV3&pd_rd_w=OGN2C&pd_rd_wg=Sl4gm&psc=1&refRID=DGYMZK351FB7FW51CHV3,Passages to Freedom: The Underground Railroad in History and Memory,https://www.amazon.com/Passages-Freedom-Underground-Railroad-History/dp/006085118X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=006085118X&pd_rd_r=DGYMZK351FB7FW51CHV3&pd_rd_w=OGN2C&pd_rd_wg=Sl4gm&psc=1&refRID=DGYMZK351FB7FW51CHV3,"Running a Thousand Miles for Freedom: Or, the Escape of William and…",https://www.amazon.com/Running-Thousand-Miles-Freedom-Editions/dp/0486793486/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486793486&pd_rd_r=DGYMZK351FB7FW51CHV3&pd_rd_w=OGN2C&pd_rd_wg=Sl4gm&psc=1&refRID=DGYMZK351FB7FW51CHV3
Critical and Historical Essays,9780543899446,https://www.goodreads.com/buy_buttons/3/follow?book_id=844149,,,,,,,,,,,
I Promessi Sposi (1827),9788804562603,https://www.goodreads.com/buy_buttons/15/follow?book_id=9701194&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,"$1,083.99",,,,,,,,,,
ÐÐ°ÐºÐ¾Ð½ ÐÐ¾Ð¶Ð¸Ð¹,"
                  5325001191",https://www.goodreads.com/buy_buttons/12/follow?book_id=35288486&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Narrative of the Life and Adventures of Henry Bibb: An American Slave,9780486441276,https://www.goodreads.com/buy_buttons/12/follow?book_id=4358396&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.98,Incidents in the Life of a Slave Girl (Dover Thrift Editions),https://www.amazon.com/Incidents-Slave-Dover-Thrift-Editions/dp/0486419312/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486419312&pd_rd_r=01B6ZJTMDCJ1G4SQTJHK&pd_rd_w=Fawbj&pd_rd_wg=Ma5m3&psc=1&refRID=01B6ZJTMDCJ1G4SQTJHK,Narrative of the Life of Frederick Douglass,https://www.amazon.com/Narrative-Life-Frederick-Douglass/dp/0486284999/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486284999&pd_rd_r=01B6ZJTMDCJ1G4SQTJHK&pd_rd_w=Fawbj&pd_rd_wg=Ma5m3&psc=1&refRID=01B6ZJTMDCJ1G4SQTJHK,Israel Potter: His Fifty Years of Exile (Penguin Classics),https://www.amazon.com/Israel-Potter-Fifty-Penguin-Classics/dp/014310523X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=014310523X&pd_rd_r=01B6ZJTMDCJ1G4SQTJHK&pd_rd_w=Fawbj&pd_rd_wg=Ma5m3&psc=1&refRID=01B6ZJTMDCJ1G4SQTJHK,"Life of Black Hawk, or Ma-ka-tai-me-she-kia-kiak: Dictated by Himself…",https://www.amazon.com/Life-Black-Hawk-Ma-ka-tai-me-she-kia-kiak-Dictated/dp/0143105396/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0143105396&pd_rd_r=01B6ZJTMDCJ1G4SQTJHK&pd_rd_w=Fawbj&pd_rd_wg=Ma5m3&psc=1&refRID=01B6ZJTMDCJ1G4SQTJHK,,
"Varney the Vampire; or, The Feast of Blood",9780979587153,https://www.goodreads.com/buy_buttons/12/follow?book_id=2292060&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$34.99,Varney The Vampyre or The feast of Blood (Volume 2),https://www.amazon.com/Varney-Vampyre-feast-Blood-2/dp/0486228452/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486228452&pd_rd_r=GQW9WVAKJHRJ46KRKB5K&pd_rd_w=0UNOj&pd_rd_wg=BkiLT&psc=1&refRID=GQW9WVAKJHRJ46KRKB5K,The Blood of the Vampire,https://www.amazon.com/Blood-Vampire-Florence-Marryat/dp/1906469164/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1906469164&pd_rd_r=GQW9WVAKJHRJ46KRKB5K&pd_rd_w=0UNOj&pd_rd_wg=BkiLT&psc=1&refRID=GQW9WVAKJHRJ46KRKB5K,"Our Vampires, Ourselves",https://www.amazon.com/Our-Vampires-Ourselves-Nina-Auerbach/dp/0226032027/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0226032027&pd_rd_r=GQW9WVAKJHRJ46KRKB5K&pd_rd_w=0UNOj&pd_rd_wg=BkiLT&psc=1&refRID=GQW9WVAKJHRJ46KRKB5K,"Wagner, the Wehr-Wolf (Dover Horror Classics)",https://www.amazon.com/Wagner-Wehr-Wolf-Dover-Horror-Classics/dp/0486799298/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486799298&pd_rd_r=GQW9WVAKJHRJ46KRKB5K&pd_rd_w=0UNOj&pd_rd_wg=BkiLT&psc=1&refRID=GQW9WVAKJHRJ46KRKB5K,Late Victorian Gothic Tales (Oxford World's Classics),https://www.amazon.com/Victorian-Gothic-Oxford-Worlds-Classics/dp/0199538875/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199538875&pd_rd_r=GQW9WVAKJHRJ46KRKB5K&pd_rd_w=0UNOj&pd_rd_wg=BkiLT&psc=1&refRID=GQW9WVAKJHRJ46KRKB5K
"Louise de La ValliÃ¨re (The D'Artagnan Romances, #3.3)",9780192834652,https://www.goodreads.com/buy_buttons/12/follow?book_id=937643&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$28.97,The Vicomte de Bragelonne (Oxford World's Classics),https://www.amazon.com/Vicomte-Bragelonne-Oxford-Worlds-Classics/dp/0199538476/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199538476&pd_rd_r=94YPQD61DNPSW3EXB9HD&pd_rd_w=io6uG&pd_rd_wg=EzpNO&psc=1&refRID=94YPQD61DNPSW3EXB9HD,The Man in the Iron Mask (Oxford World's Classics),https://www.amazon.com/Iron-Mask-Oxford-Worlds-Classics/dp/0199537259/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0199537259&pd_rd_r=94YPQD61DNPSW3EXB9HD&pd_rd_w=io6uG&pd_rd_wg=EzpNO&psc=1&refRID=94YPQD61DNPSW3EXB9HD,Twenty Years After (Oxford World's Classics),https://www.amazon.com/Twenty-Years-Oxford-Worlds-Classics/dp/0199537267/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0199537267&pd_rd_r=94YPQD61DNPSW3EXB9HD&pd_rd_w=io6uG&pd_rd_wg=EzpNO&psc=1&refRID=94YPQD61DNPSW3EXB9HD,The Three Musketeers (Wordsworth Classics),https://www.amazon.com/Three-Musketeers-Wordsworth-Classics/dp/1853260401/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1853260401&pd_rd_r=94YPQD61DNPSW3EXB9HD&pd_rd_w=io6uG&pd_rd_wg=EzpNO&psc=1&refRID=94YPQD61DNPSW3EXB9HD,Twenty Years After (Wordsworth Classics),https://www.amazon.com/Twenty-Years-After-Wordsworth-Classics/dp/1840221631/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1840221631&pd_rd_r=94YPQD61DNPSW3EXB9HD&pd_rd_w=io6uG&pd_rd_wg=EzpNO&psc=1&refRID=94YPQD61DNPSW3EXB9HD
Die Judenbuche,9783150018583,https://www.goodreads.com/buy_buttons/12/follow?book_id=1097377&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$8.27,Der Schimmelreiter,https://www.amazon.com/Schimmelreiter-Theodor-Storm/dp/315006015X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=315006015X&pd_rd_r=B0J6N6KGJSMGQ8F0F56N&pd_rd_w=sjzlw&pd_rd_wg=h7fRJ&psc=1&refRID=B0J6N6KGJSMGQ8F0F56N,Der Sandmann / Das Ode Haus (German Edition),https://www.amazon.com/Sandmann-Das-Ode-Haus-German/dp/3150002303/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=3150002303&pd_rd_r=B0J6N6KGJSMGQ8F0F56N&pd_rd_w=sjzlw&pd_rd_wg=h7fRJ&psc=1&refRID=B0J6N6KGJSMGQ8F0F56N,Literaturgeschichte kurz gefasst. Textband. RSR. (Lernmaterialien),https://www.amazon.com/Literaturgeschichte-kurz-gefasst-Textband-Lernmaterialien/dp/312350428X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=312350428X&pd_rd_r=B0J6N6KGJSMGQ8F0F56N&pd_rd_w=sjzlw&pd_rd_wg=h7fRJ&psc=1&refRID=B0J6N6KGJSMGQ8F0F56N,Katz Und Maus (German Edition),https://www.amazon.com/Katz-Maus-German-Gunter-Grass/dp/3423143479/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=3423143479&pd_rd_r=B0J6N6KGJSMGQ8F0F56N&pd_rd_w=sjzlw&pd_rd_wg=h7fRJ&psc=1&refRID=B0J6N6KGJSMGQ8F0F56N,Kleider Machen Leute (German Edition),https://www.amazon.com/Kleider-Machen-Leute-German-Keller/dp/3150074703/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=3150074703&pd_rd_r=B0J6N6KGJSMGQ8F0F56N&pd_rd_w=sjzlw&pd_rd_wg=h7fRJ&psc=1&refRID=B0J6N6KGJSMGQ8F0F56N
Diary of Fanny Burney,9780460009607,https://www.goodreads.com/buy_buttons/15/follow?book_id=728743&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$12.04,,,,,,,,,,
Georges,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=23388817&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
Cuentos completos de Edgar Allan Poe,9788483930250,https://www.goodreads.com/buy_buttons/15/follow?book_id=6826987&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$13.95,El Llano en llamas (Spanish Edition),https://www.amazon.com/El-Llano-en-llamas-Spanish/dp/8437634997/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=8437634997&pd_rd_r=R1A5G9NB08JQ3BHJ1YW4&pd_rd_w=sqFgO&pd_rd_wg=cuGlX&psc=1&refRID=R1A5G9NB08JQ3BHJ1YW4,Cuentos reunidos (Collected Stories of William Faulkner) (Spanish Edition),https://www.amazon.com/Cuentos-reunidos-Collected-Stories-Faulkner/dp/8490625468/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=8490625468&pd_rd_r=R1A5G9NB08JQ3BHJ1YW4&pd_rd_w=sqFgO&pd_rd_wg=cuGlX&psc=1&refRID=R1A5G9NB08JQ3BHJ1YW4,Rayuela (Spanish Edition),https://www.amazon.com/Rayuela-Spanish-Julio-Cortazar/dp/9707311185/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=9707311185&pd_rd_r=R1A5G9NB08JQ3BHJ1YW4&pd_rd_w=sqFgO&pd_rd_wg=cuGlX&psc=1&refRID=R1A5G9NB08JQ3BHJ1YW4,El aprendizaje del escritor (Spanish Edition),https://www.amazon.com/El-aprendizaje-del-escritor-Spanish/dp/8490625565/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=8490625565&pd_rd_r=R1A5G9NB08JQ3BHJ1YW4&pd_rd_w=sqFgO&pd_rd_wg=cuGlX&psc=1&refRID=R1A5G9NB08JQ3BHJ1YW4,,
The Life of Mozart Including His Correspondence,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=16073966&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
The History of England,9780140431339,https://www.goodreads.com/buy_buttons/13/follow?book_id=827972&ref=x_gr_w_bb&tag=x_gr_w_bb_uk-21,$18.27,The Voices of Morebath: Reformation and Rebellion in an English…,https://www.amazon.com/Voices-Morebath-Reformation-Rebellion-English/dp/0300098251/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0300098251&pd_rd_r=DG1A73P9FG9KW93JK0EZ&pd_rd_w=5ciMF&pd_rd_wg=tCeNI&psc=1&refRID=DG1A73P9FG9KW93JK0EZ,Lays of Ancient Rome,https://www.amazon.com/Lays-Ancient-Thomas-Babington-Macaulay/dp/1449574114/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1449574114&pd_rd_r=DG1A73P9FG9KW93JK0EZ&pd_rd_w=5ciMF&pd_rd_wg=tCeNI&psc=1&refRID=DG1A73P9FG9KW93JK0EZ,The English and Their History,https://www.amazon.com/English-Their-History-Robert-Tombs/dp/1101873361/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1101873361&pd_rd_r=DG1A73P9FG9KW93JK0EZ&pd_rd_w=5ciMF&pd_rd_wg=tCeNI&psc=1&refRID=DG1A73P9FG9KW93JK0EZ,Fire from Heaven: Life in an English Town in the Seventeenth Century,https://www.amazon.com/Fire-Heaven-English-Seventeenth-Century/dp/0300059906/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0300059906&pd_rd_r=DG1A73P9FG9KW93JK0EZ&pd_rd_w=5ciMF&pd_rd_wg=tCeNI&psc=1&refRID=DG1A73P9FG9KW93JK0EZ,The Heart and Stomach of a King: Elizabeth I and the Politics of Sex and Power,https://www.amazon.com/Heart-Stomach-King-Elizabeth-Politics/dp/0812222407/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0812222407&pd_rd_r=DG1A73P9FG9KW93JK0EZ&pd_rd_w=5ciMF&pd_rd_wg=tCeNI&psc=1&refRID=DG1A73P9FG9KW93JK0EZ
North American Indians,9780140170146,https://www.goodreads.com/buy_buttons/12/follow?book_id=2572324&ref=x_gr_e_nl_newreleases_sout_bb&tag=x_gr_e_nl_newreleases_sout_bb-20,$19.95,"002: Manners, Customs, and Conditions of the North American Indians,…",https://www.amazon.com/002-Manners-Customs-Conditions-American/dp/0486221199/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486221199&pd_rd_r=M8GY7M2TAJGFDZ2KZZP7&pd_rd_w=lL9To&pd_rd_wg=MjMdw&psc=1&refRID=M8GY7M2TAJGFDZ2KZZP7,My Life Among the Indians,https://www.amazon.com/Life-Among-Indians-George-Catlin/dp/1535482699/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1535482699&pd_rd_r=M8GY7M2TAJGFDZ2KZZP7&pd_rd_w=lL9To&pd_rd_wg=MjMdw&psc=1&refRID=M8GY7M2TAJGFDZ2KZZP7,"1: Manners, Customs, and Conditions of the North American Indians,…",https://www.amazon.com/Manners-Customs-Conditions-American-Indians/dp/0486221180/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486221180&pd_rd_r=M8GY7M2TAJGFDZ2KZZP7&pd_rd_w=lL9To&pd_rd_wg=MjMdw&psc=1&refRID=M8GY7M2TAJGFDZ2KZZP7,Chronicle of the Narvaez Expedition (Penguin Classics),https://www.amazon.com/Chronicle-Narvaez-Expedition-Penguin-Classics/dp/0142437077/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0142437077&pd_rd_r=M8GY7M2TAJGFDZ2KZZP7&pd_rd_w=lL9To&pd_rd_wg=MjMdw&psc=1&refRID=M8GY7M2TAJGFDZ2KZZP7,People of the First Man: Life Among the Plains Indians in Their Final…,https://www.amazon.com/People-First-Man-Maximilians-Expedition/dp/0525177329/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0525177329&pd_rd_r=M8GY7M2TAJGFDZ2KZZP7&pd_rd_w=lL9To&pd_rd_wg=MjMdw&psc=1&refRID=M8GY7M2TAJGFDZ2KZZP7
Woman In The Nineteenth Century,9780393006155,https://www.goodreads.com/buy_buttons/15/follow?book_id=1280431&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$9.95,The Meursault Investigation,https://www.amazon.com/Meursault-Investigation-Kamel-Daoud/dp/1590517512/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1590517512&pd_rd_r=F5B0Q73PYEB8EPD2Y18N&pd_rd_w=LMOOD&pd_rd_wg=pOtnP&psc=1&refRID=F5B0Q73PYEB8EPD2Y18N,Nonsense: The Power of Not Knowing,https://www.amazon.com/Nonsense-Power-Knowing-Jamie-Holmes/dp/0385348398/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0385348398&pd_rd_r=F5B0Q73PYEB8EPD2Y18N&pd_rd_w=LMOOD&pd_rd_wg=pOtnP&psc=1&refRID=F5B0Q73PYEB8EPD2Y18N,Alice's Adventures in Wonderland (Dover Thrift Editions),https://www.amazon.com/Alices-Adventures-Wonderland-Thrift-Editions/dp/0486275434/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486275434&pd_rd_r=F5B0Q73PYEB8EPD2Y18N&pd_rd_w=LMOOD&pd_rd_wg=pOtnP&psc=1&refRID=F5B0Q73PYEB8EPD2Y18N,Margaret Fuller: A New American Life,https://www.amazon.com/Margaret-Fuller-New-American-Life/dp/054424561X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=054424561X&pd_rd_r=F5B0Q73PYEB8EPD2Y18N&pd_rd_w=LMOOD&pd_rd_wg=pOtnP&psc=1&refRID=F5B0Q73PYEB8EPD2Y18N,A Vindication of the Rights of Woman (Dover Thrift Editions),https://www.amazon.com/Vindication-Rights-Woman-Thrift-Editions/dp/0486290360/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486290360&pd_rd_r=F5B0Q73PYEB8EPD2Y18N&pd_rd_w=LMOOD&pd_rd_wg=pOtnP&psc=1&refRID=F5B0Q73PYEB8EPD2Y18N
Lenore,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=6434034&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Women's War,9780140449778,https://www.goodreads.com/buy_buttons/15/follow?book_id=7188&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
The Haunted Man and the Ghost's Bargain,9781406554632,https://www.goodreads.com/buy_buttons/12/follow?book_id=2274008&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.99,,,,,,,,,,
American Notes For General Circulation,9780140436495,https://www.goodreads.com/buy_buttons/15/follow?book_id=400866&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$13.97,Domestic Manners of the Americans,https://www.amazon.com/Domestic-Manners-Americans-Frances-Trollope/dp/0486431398/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486431398&pd_rd_r=KXDK1W1JAPG1KP7NW1W8&pd_rd_w=9OCFQ&pd_rd_wg=6vAVj&psc=1&refRID=KXDK1W1JAPG1KP7NW1W8,Letters from America,https://www.amazon.com/Letters-America-Alexis-Tocqueville/dp/0300181833/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0300181833&pd_rd_r=KXDK1W1JAPG1KP7NW1W8&pd_rd_w=9OCFQ&pd_rd_wg=6vAVj&psc=1&refRID=KXDK1W1JAPG1KP7NW1W8,The American Revolution: A Very Short Introduction (Very Short Introductions),https://www.amazon.com/American-Revolution-Short-Introduction-Introductions/dp/0190225068/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0190225068&pd_rd_r=KXDK1W1JAPG1KP7NW1W8&pd_rd_w=9OCFQ&pd_rd_wg=6vAVj&psc=1&refRID=KXDK1W1JAPG1KP7NW1W8,The Autobiography of Thomas Jefferson (Dover Thrift Editions),https://www.amazon.com/Autobiography-Thomas-Jefferson-Thrift-Editions/dp/0486811972/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486811972&pd_rd_r=KXDK1W1JAPG1KP7NW1W8&pd_rd_w=9OCFQ&pd_rd_wg=6vAVj&psc=1&refRID=KXDK1W1JAPG1KP7NW1W8,The Declaration of Independence and Other Great Documents of…,https://www.amazon.com/Declaration-Independence-Documents-American-1775-1865/dp/0486411249/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486411249&pd_rd_r=KXDK1W1JAPG1KP7NW1W8&pd_rd_w=9OCFQ&pd_rd_wg=6vAVj&psc=1&refRID=KXDK1W1JAPG1KP7NW1W8
Fragments of Lappish Mythology,9780968588192,https://www.goodreads.com/buy_buttons/15/follow?book_id=88343&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$250.00,,,,,,,,,,
"Deutschland, ein WintermÃ¤rchen",9783938484142,https://www.goodreads.com/buy_buttons/12/follow?book_id=1290838&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.90,,,,,,,,,,
For Annie,-1,https://www.goodreads.com/buy_buttons/12/follow?book_id=9057961&ref=x_gr_w_bb&tag=x_gr_w_bb-20,,,,,,,,,,,
The Man of the Crowd,9781883049386,https://www.goodreads.com/buy_buttons/12/follow?book_id=2616360&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$4.99,,,,,,,,,,
ÐÐµÐ½Ð¸ÑÑÐ±Ð°,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=5957718&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,,,,,,,,,,,
ÐÐ³ÑÐ¾ÐºÐ¸,-1,https://www.goodreads.com/buy_buttons/15/follow?book_id=24408778&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$0.00,Мастер и Маргарита / мастер и маргарита (Russian Edition),https://www.amazon.com/%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80-%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0-%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80-%D0%BC%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0-Russian-ebook/dp/B00URQAIR2/ref=pd_sim_351_1?_encoding=UTF8&psc=1&refRID=WEPVXMC9CK6K2NW7TY2Q,Сказки (Russian Edition),https://www.amazon.com/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8-Russian-%D0%9F%D0%B5%D1%80%D1%80%D0%BE-%D0%A8%D0%B0%D1%80%D0%BB%D1%8C-ebook/dp/B00PB0MGZQ/ref=pd_sim_351_2?_encoding=UTF8&psc=1&refRID=WEPVXMC9CK6K2NW7TY2Q,,,,,,
A Descent into the Maelstrom,9781594561689,https://www.goodreads.com/buy_buttons/12/follow?book_id=1515582&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.99,,,,,,,,,,
