"Book Title","ISBN","Rating","Author","Language","Pages","Publication","Publish Date","Genres","Book URL"
"The Sea of Monsters (Percy Jackson and the Olympians, #2)","9780786856862","4.23","Rick Riordan","English","279","Hyperion Books","April 1st 2006","['Fiction', 'Childrens', 'Audiobook', 'Young Adult', 'Young Adult Fantasy', 'Young Adult', 'Teen', 'Science Fiction Fantasy', 'Fantasy', 'Paranormal', 'Young Adult', 'Childrens', 'Juvenile', 'Humor', 'Funny']","https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters"
"Inkheart (Inkworld, #1)","9780439709101","3.86","Cornelia Funke","English","548","Scholastic Paperbacks","June 1st 2005","['Young Adult', 'Fantasy', 'Fiction']","https://www.goodreads.com/book/show/28194.Inkheart"
"Animal, Vegetable, Miracle: A Year of Food Life","9780060852559","4.04","Barbara Kingsolver","English","370","HarperCollins Publishers","May 1st 2007","['Nonfiction', 'Food and Drink', 'Food', 'Autobiography', 'Memoir', 'Environment', 'Nature', 'Food and Drink', 'Cookbooks']","https://www.goodreads.com/book/show/25460.Animal_Vegetable_Miracle"
"City of Glass (The Mortal Instruments, #3)","9781416914303","4.34","Cassandra Clare","English","541","Margaret K. McElderry Books","March 24th 2009","['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy']","https://www.goodreads.com/book/show/3777732-city-of-glass"
"Under the Banner of Heaven: A Story of Violent Faith","9780330419123","3.99","Jon Krakauer","English","372","Pan MacMillan","2004","['Nonfiction', 'Religion', 'History', 'Crime', 'True Crime', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven"
"City of Ashes (The Mortal Instruments, #2)","9781416914297","4.21","Cassandra Clare","English","453","Margaret K. McElderry Books","March 25th 2008","['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy']","https://www.goodreads.com/book/show/1582996.City_of_Ashes"
"World War Z: An Oral History of the Zombie War","9780307346605","4.01","Max Brooks","English","342","Crown","September 12th 2006","['Science Fiction', 'Apocalyptic', 'Abandoned', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure', 'Survival']","https://www.goodreads.com/book/show/8908.World_War_Z"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)","9781423101468","4.39","Rick Riordan","English","361","Hyperion Books for Children","March 6th 2008","['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']","https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth"
"Plain Truth","9780743275019","3.97","Jodi Picoult","English","405","Atria Books","November 1st 2004","['Fiction', 'Mystery', 'Contemporary']","https://www.goodreads.com/book/show/14864.Plain_Truth"
"Suite Fran̤aise","9781400096275","3.82","Ir̬ne N̩mirovsky","English","431","Vintage","April 10th 2007","['Historical', 'Historical Fiction', 'Cultural', 'France', 'War', 'World War II', 'War', 'Historical']","https://www.goodreads.com/book/show/43944.Suite_Fran_aise"
"A Short History of Nearly Everything","9780767908184","4.19","Bill Bryson","English","544","Broadway Books","September 14th 2004","['History', 'Nonfiction', 'Science']","https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything"
"Gilead (Gilead, #1)","9780312424404","3.85","Marilynne Robinson","English","282","Picador USA","January 10th 2006","['Fiction', 'Historical', 'Historical Fiction', 'Religion', 'Literature']","https://www.goodreads.com/book/show/68210.Gilead"
"The Penultimate Peril (A Series of Unfortunate Events, #12)","9780064410151","4.03","Lemony Snicket","English","353","HarperCollinsPublishers","October 18th 2005","['Fiction', 'Young Adult', 'Childrens', 'Mystery']","https://www.goodreads.com/book/show/65110.The_Penultimate_Peril"
"The Boy in the Striped Pajamas","9780385751063","4.11","John Boyne","English","224","David Fickling Books","September 12th 2006","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'World War II', 'Holocaust']","https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas"
"The Titan's Curse (Percy Jackson and the Olympians, #3)","9780141382890","4.34","Rick Riordan","English","320","Puffin Books","May 5th 2007","['Fantasy', 'Young Adult', 'Fantasy', 'Mythology']","https://www.goodreads.com/book/show/561456.The_Titan_s_Curse"
"The Book of Lost Things","9780743298858","3.99","John Connolly","English","339","Atria Books","November 7th 2006","['Fantasy', 'Fiction', 'Young Adult', 'Fantasy', 'Fairy Tales', 'Horror']","https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things"
"Lamb: The Gospel According to Biff, Christ's Childhood Pal","9780380813810","4.26","Christopher Moore","English","444","William Morrow / HarperCollins / Harper Perennial","May 25th 2004","['Humor', 'Fiction', 'Historical', 'Historical Fiction', 'Fantasy', 'Religion', 'Humor', 'Comedy']","https://www.goodreads.com/book/show/28881.Lamb"
"Graceling (Graceling Realm, #1)","9780152063962","4.1","Kristin Cashore","English","471","Harcourt","October 1st 2008","['Fantasy', 'Young Adult', 'Romance', 'Fiction']","https://www.goodreads.com/book/show/3236307-graceling"
"Frostbite (Vampire Academy, #2)","9781595141750","4.29","Richelle Mead","English","327","Razorbill","April 10th 2008","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance']","https://www.goodreads.com/book/show/2282133.Frostbite"
"On Writing: A Memoir of the Craft","9780743455961","4.32","Stephen King","English","320","Pocket Books","July 2002","['Nonfiction', 'Language', 'Writing', 'Autobiography', 'Memoir', 'Biography']","https://www.goodreads.com/book/show/10569.On_Writing"
"We Need to Talk About Kevin","9780061124297","4.07","Lionel Shriver","English","400","Harper Perennial","July 3rd 2006","['Fiction', 'Contemporary', 'Thriller', 'Mystery', 'Crime']","https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin"
"Shadow Kiss (Vampire Academy, #3)","9781595141972","4.37","Richelle Mead","English","443","Razorbill","January 2nd 2008","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance']","https://www.goodreads.com/book/show/2802316-shadow-kiss"
"Mystic River","9780060584757","4.18","Dennis Lehane","English","416","William Morrow Paperbacks","February 1st 2001","['Mystery', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Thriller', 'Mystery Thriller', 'Suspense']","https://www.goodreads.com/book/show/21671.Mystic_River"
"Marley and Me: Life and Love With the World's Worst Dog","9780739461198","4.12","John Grogan","English","291","William Morrow; 1ST edition","October 18th 2005","['Nonfiction', 'Autobiography', 'Memoir', 'Animals', 'Animals', 'Dogs', 'Biography', 'Humor', 'Adult', 'Biography Memoir', 'Contemporary', 'Biography', 'Autobiography']","https://www.goodreads.com/book/show/12691.Marley_and_Me"
"The Invention of Hugo Cabret","9780439813785","4.23","Brian Selznick","English","525","Scholastic Press","March 2007","['Historical', 'Historical Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Sequential Art', 'Graphic Novels']","https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret"
"Prodigal Summer","9780060959036","3.98","Barbara Kingsolver","English","444","Harper Perennial","October 16th 2001","['Fiction', 'Contemporary', 'Novels', 'Environment', 'Nature']","https://www.goodreads.com/book/show/14249.Prodigal_Summer"
"The Lost Symbol (Robert Langdon, #3)","9780385504225","3.67","Dan Brown","English","509","Doubleday","September 15th 2009","['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/6411961-the-lost-symbol"
"The Secret Magdalene","9780307346667","4.21","Ki Longfellow","English","448","Crown","March 27th 2007","['Historical', 'Historical Fiction', 'Fiction', 'Religion', 'Historical']","https://www.goodreads.com/book/show/514811.The_Secret_Magdalene"
"The Elegance of the Hedgehog","9781933372600","3.74","Muriel Barbery","English","325","Europa Editions","September 2nd 2008","['Fiction', 'Book Club']","https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog"
"Blood Promise (Vampire Academy, #4)","9781595141989","4.35","Richelle Mead","English","503","Penguin Razorbill","August 25th 2009","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance']","https://www.goodreads.com/book/show/5996153-blood-promise"
"A Feast for Crows (A Song of Ice and Fire, #4)","9780553582024","4.11","George R.R. Martin","English","1061","Bantam Books","2011","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']","https://www.goodreads.com/book/show/13497.A_Feast_for_Crows"
"The Eyre Affair (Thursday Next, #1)","9780142001806","3.91","Jasper Fforde","English","374","Penguin Books","February 25th 2003","['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction']","https://www.goodreads.com/book/show/27003.The_Eyre_Affair"
"Artemis Fowl (Artemis Fowl, #1)","9780786817870","3.83","Eoin Colfer","English","316","Miramax","March 31st 2003","['Fantasy', 'Young Adult', 'Fiction', 'Childrens']","https://www.goodreads.com/book/show/249747.Artemis_Fowl"
"The Tales of Beedle the Bard","9780747599876","4.07","J.K. Rowling","English","109","Bloomsbury","December 4th 2008","['Fantasy', 'Young Adult', 'Fiction', 'Short Stories', 'Childrens']","https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard"
"Reading Lolita in Tehran: A Memoir in Books","9780812971064","3.58","Azar Nafisi","English","356","Random House Trade Paperbacks","December 30th 2003","['Nonfiction', 'Autobiography', 'Memoir', 'Biography']","https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran"
"Confessions of a Shopaholic (Shopaholic, #1)","9780440241416","3.62","Sophie Kinsella","English","368","Dell Publishing Company","November 4th 2003","['Womens Fiction', 'Chick Lit', 'Humor', 'Funny', 'Adult Fiction', 'Romance', 'Contemporary Romance']","https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic"
"The Tale of Despereaux","9780763625290","4.01","Kate DiCamillo","English","267","Candlewick Press","September 9th 2008","['Fantasy', 'Childrens', 'Fiction', 'Young Adult']","https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux"
"Still Alice","9780595440092","4.3","Lisa Genova","English","292","iUniverse","July 6th 2007","['Contemporary', 'Fiction', 'Psychology', 'Book Club', 'Adult']","https://www.goodreads.com/book/show/2153405.Still_Alice"
"The Known World","9780061159176","3.83","Edward P. Jones","English","432","Amistad","August 29th 2006","['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'African American']","https://www.goodreads.com/book/show/67.The_Known_World"
"People of the Book","
                  067001821X","4.01","Geraldine Brooks","English","372","Viking Adult","October 1st 2008","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Writing', 'Books About Books', 'Mystery', 'Book Club']","https://www.goodreads.com/book/show/1379961.People_of_the_Book"
"The Yiddish Policemen's Union","9780007149827","3.7","Michael Chabon","English","414","HarperCollins","May 1st 2007","['Fiction', 'Mystery', 'Adult', 'Science Fiction', 'Dystopia', 'Science Fiction']","https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union"
"A Million Little Pieces","9780307276902","3.62","James Frey","English","432","Anchor Books","September 22nd 2005","['Nonfiction', 'Biography', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces"
"Nickel and Dimed: On (Not) Getting by in America","9780805063899","3.6","Barbara Ehrenreich","English","240","Owl Books (Henry Holt)","May 1st 2002","['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Autobiography', 'Memoir']","https://www.goodreads.com/book/show/1869.Nickel_and_Dimed"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","9781592402038","3.87","Lynne Truss","English","209","The Penguin Group","April 2006","['Nonfiction', 'Language', 'Writing', 'Humanities', 'Language', 'Reference', 'Humor']","https://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves"
"The White Tiger","9781416562597","3.72","Aravind Adiga","English","320","Free Press","2008","['Fiction', 'Cultural', 'India', 'Contemporary', 'Asian Literature', 'Indian Literature']","https://www.goodreads.com/book/show/1768603.The_White_Tiger"
"The City of Ember (Book of Ember, #1)","9780375822742","3.85","Jeanne DuPrau","English","270","Yearling Books","2003","['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction']","https://www.goodreads.com/book/show/307791.The_City_of_Ember"
"Shiver (The Wolves of Mercy Falls, #1)","9780545123266","3.78","Maggie Stiefvater","English","390","Scholastic Press","August 1st 2009","['Young Adult', 'Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Young Adult', 'Teen', 'Did Not Finish']","https://www.goodreads.com/book/show/6068551-shiver"
"Little Bee","9781416589648","3.7","Chris Cleave","English","266","Simon  Schuster","February 16th 2010","['Historical', 'Historical Fiction', 'Fiction', 'Adult Fiction', 'Contemporary', 'Adult', 'Book Club', 'European Literature', 'British Literature']","https://www.goodreads.com/book/show/6948436-little-bee"
"The Absolutely True Diary of a Part-Time Indian","9780316013680","4.12","Sherman Alexie","English","230","Little, Brown Books for Young Readers","September 12th 2007","['Contemporary', 'Humor', 'Young Adult', 'Teen', 'Young Adult', 'Academic', 'School']","https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian"
"The Year of Magical Thinking","9781400078431","3.87","Joan Didion","English","227","Vintage","February 13th 2007","['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Biography Memoir']","https://www.goodreads.com/book/show/7815.The_Year_of_Magical_Thinking"
"Dead Until Dark (Sookie Stackhouse, #1)","9780441008537","3.96","Charlaine Harris","English","292","Ace Books","May 1st 2001","['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","https://www.goodreads.com/book/show/301082.Dead_Until_Dark"
"Olive Kitteridge","9781400062089","3.79","Elizabeth Strout","English","270","Random House","March 25th 2008","['Short Stories', 'Fiction', 'Book Club', 'Literary Fiction', 'Contemporary']","https://www.goodreads.com/book/show/1736739.Olive_Kitteridge"
"Naked","9780316777735","4.08","David Sedaris","English","304","Back Bay Books","1998","['Humor', 'Nonfiction', 'Autobiography', 'Memoir', 'Writing', 'Essays', 'Short Stories']","https://www.goodreads.com/book/show/4138.Naked"
"Marked (House of Night, #1)","9780312360269","3.79","P.C. Cast","English","306","St. Martin's Press","May 1st 2007","['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Young Adult', 'Teen']","https://www.goodreads.com/book/show/30183.Marked"
"The Maze Runner (The Maze Runner, #1)","9780385737944","4.03","James Dashner","English","384","Delacorte Press","October 6th 2009","['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction']","https://www.goodreads.com/book/show/6186357-the-maze-runner"
"Hush, Hush (Hush, Hush, #1)","9781416989417","3.99","Becca Fitzpatrick","English","391","Simon & Schuster BFYR","October 13th 2009","['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Fantasy', 'Paranormal', 'Romance']","https://www.goodreads.com/book/show/6339664-hush-hush"
"Thirteen Reasons Why","9781595141712","4.0","Jay Asher","English","288","Razorbill","October 18th 2007","['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery']","https://www.goodreads.com/book/show/1217100.Thirteen_Reasons_Why"
"Case Histories (Jackson Brodie #1)","9780316010702","3.82","Kate Atkinson","English","389","Back Bay Books","October 17th 2005","['Mystery', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller']","https://www.goodreads.com/book/show/16243.Case_Histories"
"The Complete Persepolis","9780375714832","4.37","Marjane Satrapi","English","341","Pantheon Books","October 30th 2007","['Sequential Art', 'Graphic Novels', 'Nonfiction', 'Sequential Art', 'Comics', 'Autobiography', 'Memoir', 'Biography', 'Feminism', 'History', 'Cultural', 'Iran', 'Graphic Novels Comics', 'Biography', 'Autobiography']","https://www.goodreads.com/book/show/991197.The_Complete_Persepolis"
