Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
White Fang,9780439236195,https://www.goodreads.com/buy_buttons/12/follow?book_id=43035&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$2.84,The Yearling (Aladdin Classics),https://www.amazon.com/Yearling-Aladdin-Classics-Patricia-Reilly/dp/0689846231/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0689846231&pd_rd_r=M8R8MADHQDBT3QSGS4CZ&pd_rd_w=vqEYk&pd_rd_wg=G7PdW&psc=1&refRID=M8R8MADHQDBT3QSGS4CZ,The Wind in the Willows (Signet Classics),https://www.amazon.com/Wind-Willows-Signet-Classics/dp/0451530144/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0451530144&pd_rd_r=M8R8MADHQDBT3QSGS4CZ&pd_rd_w=vqEYk&pd_rd_wg=G7PdW&psc=1&refRID=M8R8MADHQDBT3QSGS4CZ,Edmund Campion: Hero of God's Underground (Vision Books),https://www.amazon.com/Edmund-Campion-Underground-Vision-Books/dp/0898703875/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0898703875&pd_rd_r=M8R8MADHQDBT3QSGS4CZ&pd_rd_w=vqEYk&pd_rd_wg=G7PdW&psc=1&refRID=M8R8MADHQDBT3QSGS4CZ,Where the Red Fern Grows,https://www.amazon.com/Where-Fern-Grows-Wilson-Rawls/dp/0553274295/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0553274295&pd_rd_r=M8R8MADHQDBT3QSGS4CZ&pd_rd_w=vqEYk&pd_rd_wg=G7PdW&psc=1&refRID=M8R8MADHQDBT3QSGS4CZ,Julie of the Wolves (HarperClassics),https://www.amazon.com/Julie-Wolves-HarperClassics-Craighead-George/dp/0064400581/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0064400581&pd_rd_r=M8R8MADHQDBT3QSGS4CZ&pd_rd_w=vqEYk&pd_rd_wg=G7PdW&psc=1&refRID=M8R8MADHQDBT3QSGS4CZ,,,,,
"Anne of Avonlea (Anne of Green Gables, #2)",9780553213140,https://www.goodreads.com/buy_buttons/12/follow?book_id=77390&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.88,"Anne of the Island (Anne of Green Gables, Book 3)",https://www.amazon.com/Anne-Island-Green-Gables-Book/dp/0553213172/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0553213172&pd_rd_r=AHMPX6VATN5MAT0E9VEG&pd_rd_w=hwIaX&pd_rd_wg=LzeGV&psc=1&refRID=AHMPX6VATN5MAT0E9VEG,Anne of Windy Poplars (Anne of Green Gables),https://www.amazon.com/Anne-Windy-Poplars-Green-Gables/dp/0553213164/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553213164&pd_rd_r=AHMPX6VATN5MAT0E9VEG&pd_rd_w=hwIaX&pd_rd_wg=LzeGV&psc=1&refRID=AHMPX6VATN5MAT0E9VEG,Anne of Green Gables (Black & White Classics),https://www.amazon.com/Green-Gables-Black-White-Classics/dp/1503214133/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1503214133&pd_rd_r=AHMPX6VATN5MAT0E9VEG&pd_rd_w=hwIaX&pd_rd_wg=LzeGV&psc=1&refRID=AHMPX6VATN5MAT0E9VEG,Anne of Green Gables,https://www.amazon.com/Anne-Green-Gables-Lucy-Montgomery/dp/1420952560/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1420952560&pd_rd_r=AHMPX6VATN5MAT0E9VEG&pd_rd_w=hwIaX&pd_rd_wg=LzeGV&psc=1&refRID=AHMPX6VATN5MAT0E9VEG,"Anne of Ingleside (Anne of Green Gables, No. 6)",https://www.amazon.com/Anne-Ingleside-Green-Gables-No/dp/0553213156/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0553213156&pd_rd_r=AHMPX6VATN5MAT0E9VEG&pd_rd_w=hwIaX&pd_rd_wg=LzeGV&psc=1&refRID=AHMPX6VATN5MAT0E9VEG,,,,,
The Confusions of Young TÃ¶rless,9780142180006,https://www.goodreads.com/buy_buttons/12/follow?book_id=29718&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$14.00,Three Essays on the Theory of Sexuality,https://www.amazon.com/Three-Essays-Theory-Sexuality-Sigmund/dp/0465097081/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0465097081&pd_rd_r=XEM24K1DYNNEF48XRWS3&pd_rd_w=AfS2w&pd_rd_wg=iZO1D&psc=1&refRID=XEM24K1DYNNEF48XRWS3,The Buddha of Suburbia,https://www.amazon.com/Buddha-Suburbia-Hanif-Kureishi/dp/014013168X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=014013168X&pd_rd_r=XEM24K1DYNNEF48XRWS3&pd_rd_w=AfS2w&pd_rd_wg=iZO1D&psc=1&refRID=XEM24K1DYNNEF48XRWS3,The Trial: A New Translation Based on the Restored Text (The…,https://www.amazon.com/Trial-Translation-Restored-Schocken-Library/dp/0805209999/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0805209999&pd_rd_r=XEM24K1DYNNEF48XRWS3&pd_rd_w=AfS2w&pd_rd_wg=iZO1D&psc=1&refRID=XEM24K1DYNNEF48XRWS3,How We Survived Communism & Even Laughed,https://www.amazon.com/How-Survived-Communism-Even-Laughed/dp/0060975407/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0060975407&pd_rd_r=XEM24K1DYNNEF48XRWS3&pd_rd_w=AfS2w&pd_rd_wg=iZO1D&psc=1&refRID=XEM24K1DYNNEF48XRWS3,Herculine Barbin (Being the Recently Discovered Memoirs of a…,https://www.amazon.com/Herculine-Recently-Discovered-Nineteenth-Hermaphrodite/dp/0394738624/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0394738624&pd_rd_r=XEM24K1DYNNEF48XRWS3&pd_rd_w=AfS2w&pd_rd_wg=iZO1D&psc=1&refRID=XEM24K1DYNNEF48XRWS3,,,,,
The Jungle,9781884365300,https://www.goodreads.com/buy_buttons/12/follow?book_id=41681&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$8.67,The Jungle SparkNotes Literature Guide (SparkNotes Literature…,https://www.amazon.com/Jungle-SparkNotes-Literature-Guide/dp/1411469844/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1411469844&pd_rd_r=9GBDE89PSPCZ4R73MJKF&pd_rd_w=01hZ4&pd_rd_wg=iLf66&psc=1&refRID=9GBDE89PSPCZ4R73MJKF,Coming of Age in Mississippi: The Classic Autobiography of…,https://www.amazon.com/Coming-Age-Mississippi-Classic-Autobiography/dp/0440314887/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0440314887&pd_rd_r=9GBDE89PSPCZ4R73MJKF&pd_rd_w=01hZ4&pd_rd_wg=iLf66&psc=1&refRID=9GBDE89PSPCZ4R73MJKF,How the Other Half Lives: Studies Among the Tenements of New York,https://www.amazon.com/How-Other-Half-Lives-Tenements/dp/1614279136/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1614279136&pd_rd_r=9GBDE89PSPCZ4R73MJKF&pd_rd_w=01hZ4&pd_rd_wg=iLf66&psc=1&refRID=9GBDE89PSPCZ4R73MJKF,Give Me Liberty!: An American History (Seagull Fifth Edition) (Vol. 2),https://www.amazon.com/Give-Me-Liberty-American-History/dp/0393614190/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0393614190&pd_rd_r=9GBDE89PSPCZ4R73MJKF&pd_rd_w=01hZ4&pd_rd_wg=iLf66&psc=1&refRID=9GBDE89PSPCZ4R73MJKF,October: The Story of the Russian Revolution,https://www.amazon.com/October-Russian-Revolution-China-Mi%C3%A9ville/dp/1784782777/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1784782777&pd_rd_r=9GBDE89PSPCZ4R73MJKF&pd_rd_w=01hZ4&pd_rd_wg=iLf66&psc=1&refRID=9GBDE89PSPCZ4R73MJKF,,,,,
The Machine Stops,9781409903291,https://www.goodreads.com/buy_buttons/12/follow?book_id=4711854&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.51,The Iron Heel,https://www.amazon.com/Iron-Heel-Jack-London/dp/1530396816/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1530396816&pd_rd_r=SRN7TEAHRP35NJJ11MHH&pd_rd_w=oVnFF&pd_rd_wg=4lHLv&psc=1&refRID=SRN7TEAHRP35NJJ11MHH,A Canticle for Leibowitz,https://www.amazon.com/Canticle-Leibowitz-Walter-Miller-Jr/dp/0553273817/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553273817&pd_rd_r=SRN7TEAHRP35NJJ11MHH&pd_rd_w=oVnFF&pd_rd_wg=4lHLv&psc=1&refRID=SRN7TEAHRP35NJJ11MHH,Our Final Invention: Artificial Intelligence and the End of the Human Era,https://www.amazon.com/Our-Final-Invention-Artificial-Intelligence/dp/1250058783/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1250058783&pd_rd_r=SRN7TEAHRP35NJJ11MHH&pd_rd_w=oVnFF&pd_rd_wg=4lHLv&psc=1&refRID=SRN7TEAHRP35NJJ11MHH,Lucian: Selected Dialogues (Oxford World's Classics),https://www.amazon.com/Lucian-Selected-Dialogues-Oxford-Classics/dp/0199555931/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0199555931&pd_rd_r=SRN7TEAHRP35NJJ11MHH&pd_rd_w=oVnFF&pd_rd_wg=4lHLv&psc=1&refRID=SRN7TEAHRP35NJJ11MHH,Foundation,https://www.amazon.com/Foundation-Isaac-Asimov/dp/0553293354/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0553293354&pd_rd_r=SRN7TEAHRP35NJJ11MHH&pd_rd_w=oVnFF&pd_rd_wg=4lHLv&psc=1&refRID=SRN7TEAHRP35NJJ11MHH,,,,,
The Scarlet Pimpernel,9781576469231,https://www.goodreads.com/buy_buttons/12/follow?book_id=136116&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.98,The Count of Monte Cristo (Signet Classics),https://www.amazon.com/Count-Monte-Cristo-Signet-Classics/dp/0451529707/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0451529707&pd_rd_r=5DBF86WR1HX18X6M81M3&pd_rd_w=W0eBd&pd_rd_wg=WjOw3&psc=1&refRID=5DBF86WR1HX18X6M81M3,The Merchant of Venice (Shakespeare Made Easy),https://www.amazon.com/Merchant-Venice-Shakespeare-Made-Easy/dp/0812035704/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0812035704&pd_rd_r=5DBF86WR1HX18X6M81M3&pd_rd_w=W0eBd&pd_rd_wg=WjOw3&psc=1&refRID=5DBF86WR1HX18X6M81M3,The Story of King Arthur and His Knights (Signet Classics),https://www.amazon.com/Story-Arthur-Knights-Signet-Classics/dp/0451530241/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0451530241&pd_rd_r=5DBF86WR1HX18X6M81M3&pd_rd_w=W0eBd&pd_rd_wg=WjOw3&psc=1&refRID=5DBF86WR1HX18X6M81M3,English Romantic Poetry: An Anthology (Dover Thrift Editions),https://www.amazon.com/English-Romantic-Poetry-Anthology-Editions/dp/0486292827/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486292827&pd_rd_r=5DBF86WR1HX18X6M81M3&pd_rd_w=W0eBd&pd_rd_wg=WjOw3&psc=1&refRID=5DBF86WR1HX18X6M81M3,Vocabulary from Classical Roots - C,https://www.amazon.com/Vocabulary-Classical-Roots-Nancy-Fifer/dp/0838822568/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0838822568&pd_rd_r=5DBF86WR1HX18X6M81M3&pd_rd_w=W0eBd&pd_rd_wg=WjOw3&psc=1&refRID=5DBF86WR1HX18X6M81M3,,,,,
Peter Camenzind,9780312422639,https://www.goodreads.com/buy_buttons/12/follow?book_id=71943&ref=x_gr_e_nl_general_sout_bb&tag=x_gr_e_nl_general_sout_bb-20,$11.72,Beneath the Wheel,https://www.amazon.com/Beneath-Wheel-Hermann-Hesse/dp/031242230X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=031242230X&pd_rd_r=1BTYPQ1TEGCYCMRPQYB4&pd_rd_w=CBrjy&pd_rd_wg=B1Ur1&psc=1&refRID=1BTYPQ1TEGCYCMRPQYB4,The Glass Bead Game: (Magister Ludi) A Novel,https://www.amazon.com/Glass-Bead-Game-Magister-Novel/dp/0312278497/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0312278497&pd_rd_r=1BTYPQ1TEGCYCMRPQYB4&pd_rd_w=CBrjy&pd_rd_wg=B1Ur1&psc=1&refRID=1BTYPQ1TEGCYCMRPQYB4,Steppenwolf: A Novel,https://www.amazon.com/Steppenwolf-Novel-Hermann-Hesse/dp/0312278675/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0312278675&pd_rd_r=1BTYPQ1TEGCYCMRPQYB4&pd_rd_w=CBrjy&pd_rd_wg=B1Ur1&psc=1&refRID=1BTYPQ1TEGCYCMRPQYB4,Narcissus and Goldmund,https://www.amazon.com/Narcissus-Goldmund-Hermann-Hesse/dp/0553275860/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0553275860&pd_rd_r=1BTYPQ1TEGCYCMRPQYB4&pd_rd_w=CBrjy&pd_rd_wg=B1Ur1&psc=1&refRID=1BTYPQ1TEGCYCMRPQYB4,The Journey to the East,https://www.amazon.com/Journey-East-Hermann-Hesse/dp/1891396889/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1891396889&pd_rd_r=1BTYPQ1TEGCYCMRPQYB4&pd_rd_w=CBrjy&pd_rd_wg=B1Ur1&psc=1&refRID=1BTYPQ1TEGCYCMRPQYB4,,,,,
Rilke's Book of Hours: Love Poems to God,9781573225854,https://www.goodreads.com/buy_buttons/12/follow?book_id=467164&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.14,Rilke on Love and Other Difficulties: Translations and Considerations,https://www.amazon.com/Rilke-Love-Other-Difficulties-Considerations/dp/0393310981/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0393310981&pd_rd_r=YTFJMFJFEGFCBQ9Z4SG4&pd_rd_w=IoMou&pd_rd_wg=rqjUt&psc=1&refRID=YTFJMFJFEGFCBQ9Z4SG4,Letters to a Young Poet,https://www.amazon.com/Letters-Young-Rainer-Maria-Rilke/dp/1603864806/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1603864806&pd_rd_r=YTFJMFJFEGFCBQ9Z4SG4&pd_rd_w=IoMou&pd_rd_wg=rqjUt&psc=1&refRID=YTFJMFJFEGFCBQ9Z4SG4,The Selected Poetry of Rainer Maria Rilke: Bilingual Edition…,https://www.amazon.com/Selected-Poetry-Rainer-Maria-Rilke/dp/0679722017/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0679722017&pd_rd_r=YTFJMFJFEGFCBQ9Z4SG4&pd_rd_w=IoMou&pd_rd_wg=rqjUt&psc=1&refRID=YTFJMFJFEGFCBQ9Z4SG4,Letters to a Young Poet,https://www.amazon.com/Letters-Young-Rainer-Maria-Rilke/dp/0393310396/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0393310396&pd_rd_r=YTFJMFJFEGFCBQ9Z4SG4&pd_rd_w=IoMou&pd_rd_wg=rqjUt&psc=1&refRID=YTFJMFJFEGFCBQ9Z4SG4,You Must Change Your Life: The Story of Rainer Maria Rilke and Auguste…,https://www.amazon.com/You-Must-Change-Your-Life/dp/0393245055/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0393245055&pd_rd_r=YTFJMFJFEGFCBQ9Z4SG4&pd_rd_w=IoMou&pd_rd_wg=rqjUt&psc=1&refRID=YTFJMFJFEGFCBQ9Z4SG4,,,,,
Sister Carrie,9780393960426,https://www.goodreads.com/buy_buttons/12/follow?book_id=126609&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$34.42,The House of Mirth (Twentieth-Century Classics),https://www.amazon.com/House-Mirth-Twentieth-Century-Classics/dp/0140187294/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0140187294&pd_rd_r=5QKR4376ZAQDBXST6JNE&pd_rd_w=OetlM&pd_rd_wg=Dd6kd&psc=1&refRID=5QKR4376ZAQDBXST6JNE,"City of Women: Sex and Class in New York, 1789-1860",https://www.amazon.com/City-Women-Class-York-1789-1860/dp/0252014812/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0252014812&pd_rd_r=5QKR4376ZAQDBXST6JNE&pd_rd_w=OetlM&pd_rd_wg=Dd6kd&psc=1&refRID=5QKR4376ZAQDBXST6JNE,The Age of Innocence,https://www.amazon.com/Age-Innocence-Edith-Wharton/dp/1420954164/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1420954164&pd_rd_r=5QKR4376ZAQDBXST6JNE&pd_rd_w=OetlM&pd_rd_wg=Dd6kd&psc=1&refRID=5QKR4376ZAQDBXST6JNE,Native Son (Perennial Classics),https://www.amazon.com/Native-Perennial-Classics-Richard-Wright/dp/006083756X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=006083756X&pd_rd_r=5QKR4376ZAQDBXST6JNE&pd_rd_w=OetlM&pd_rd_wg=Dd6kd&psc=1&refRID=5QKR4376ZAQDBXST6JNE,Continental Drift (P.S.),https://www.amazon.com/Continental-Drift-P-S-Russell-Banks/dp/0060854944/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0060854944&pd_rd_r=5QKR4376ZAQDBXST6JNE&pd_rd_w=OetlM&pd_rd_wg=Dd6kd&psc=1&refRID=5QKR4376ZAQDBXST6JNE,,,,,
The Gift of the Magi,9781416935865,https://www.goodreads.com/buy_buttons/15/follow?book_id=143534&ref=x_gr_w_bb&tag=x_gr_w_bb_ca-20,$3.48,The Christmas Miracle of Jonathan Toomey,https://www.amazon.com/Christmas-Miracle-Jonathan-Toomey/dp/0763678228/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0763678228&pd_rd_r=CR725KTA3Z9415BMS7AW&pd_rd_w=vkm0O&pd_rd_wg=v0Uv7&psc=1&refRID=CR725KTA3Z9415BMS7AW,Christmas Day in the Morning,https://www.amazon.com/Christmas-Day-Morning-Pearl-Buck/dp/0688162673/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0688162673&pd_rd_r=CR725KTA3Z9415BMS7AW&pd_rd_w=vkm0O&pd_rd_wg=v0Uv7&psc=1&refRID=CR725KTA3Z9415BMS7AW,The Little Match Girl,https://www.amazon.com/Little-Match-Girl-Christian-Andersen/dp/0698114175/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0698114175&pd_rd_r=CR725KTA3Z9415BMS7AW&pd_rd_w=vkm0O&pd_rd_wg=v0Uv7&psc=1&refRID=CR725KTA3Z9415BMS7AW,"The Mansion, 100th Anniversary Edition",https://www.amazon.com/Mansion-100th-Anniversary-Henry-Dyke/dp/1606418459/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1606418459&pd_rd_r=CR725KTA3Z9415BMS7AW&pd_rd_w=vkm0O&pd_rd_wg=v0Uv7&psc=1&refRID=CR725KTA3Z9415BMS7AW,An Orange for Frankie,https://www.amazon.com/Orange-Frankie-Patricia-Polacco/dp/039924302X/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=039924302X&pd_rd_r=CR725KTA3Z9415BMS7AW&pd_rd_w=vkm0O&pd_rd_wg=v0Uv7&psc=1&refRID=CR725KTA3Z9415BMS7AW,,,,,
Beneath the Wheel,9780312422301,https://www.goodreads.com/buy_buttons/12/follow?book_id=25905&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$11.75,Peter Camenzind: A Novel,https://www.amazon.com/Peter-Camenzind-Novel-Hermann-Hesse/dp/0312422636/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0312422636&pd_rd_r=K2ATEE7RXEZR6Y1QQB26&pd_rd_w=TKkwK&pd_rd_wg=EI5pu&psc=1&refRID=K2ATEE7RXEZR6Y1QQB26,The Glass Bead Game: (Magister Ludi) A Novel,https://www.amazon.com/Glass-Bead-Game-Magister-Novel/dp/0312278497/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0312278497&pd_rd_r=K2ATEE7RXEZR6Y1QQB26&pd_rd_w=TKkwK&pd_rd_wg=EI5pu&psc=1&refRID=K2ATEE7RXEZR6Y1QQB26,Steppenwolf: A Novel,https://www.amazon.com/Steppenwolf-Novel-Hermann-Hesse/dp/0312278675/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0312278675&pd_rd_r=K2ATEE7RXEZR6Y1QQB26&pd_rd_w=TKkwK&pd_rd_wg=EI5pu&psc=1&refRID=K2ATEE7RXEZR6Y1QQB26,Narcissus and Goldmund,https://www.amazon.com/Narcissus-Goldmund-Hermann-Hesse/dp/0553275860/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0553275860&pd_rd_r=K2ATEE7RXEZR6Y1QQB26&pd_rd_w=TKkwK&pd_rd_wg=EI5pu&psc=1&refRID=K2ATEE7RXEZR6Y1QQB26,The Journey to the East,https://www.amazon.com/Journey-East-Hermann-Hesse/dp/1891396889/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1891396889&pd_rd_r=K2ATEE7RXEZR6Y1QQB26&pd_rd_w=TKkwK&pd_rd_wg=EI5pu&psc=1&refRID=K2ATEE7RXEZR6Y1QQB26,,,,,
Kim,9780140183528,https://www.goodreads.com/buy_buttons/12/follow?book_id=210834&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.99,The Man Who Would Be King and Other Stories,https://www.amazon.com/Man-Would-King-Other-Stories/dp/0486280519/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486280519&pd_rd_r=NH76D4EZKMT9YW5V7V26&pd_rd_w=FD4JW&pd_rd_wg=yw1pn&psc=1&refRID=NH76D4EZKMT9YW5V7V26,Captains Courageous,https://www.amazon.com/Captains-Courageous-Rudyard-Kipling/dp/0486407861/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486407861&pd_rd_r=NH76D4EZKMT9YW5V7V26&pd_rd_w=FD4JW&pd_rd_wg=yw1pn&psc=1&refRID=NH76D4EZKMT9YW5V7V26,The Collected Poems of Rudyard Kipling (Wordsworth Poetry…,https://www.amazon.com/Collected-Rudyard-Kipling-Wordsworth-Library/dp/1853264059/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1853264059&pd_rd_r=NH76D4EZKMT9YW5V7V26&pd_rd_w=FD4JW&pd_rd_wg=yw1pn&psc=1&refRID=NH76D4EZKMT9YW5V7V26,A Passage to India,https://www.amazon.com/Passage-India-M-Forster/dp/0156711427/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0156711427&pd_rd_r=NH76D4EZKMT9YW5V7V26&pd_rd_w=FD4JW&pd_rd_wg=yw1pn&psc=1&refRID=NH76D4EZKMT9YW5V7V26,She (Oxford World's Classics),https://www.amazon.com/Oxford-Worlds-Classics-Rider-Haggard/dp/0199536422/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199536422&pd_rd_r=NH76D4EZKMT9YW5V7V26&pd_rd_w=FD4JW&pd_rd_wg=yw1pn&psc=1&refRID=NH76D4EZKMT9YW5V7V26,,,,,
The Story of My Life,9780553213874,https://www.goodreads.com/buy_buttons/12/follow?book_id=821611&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$2.50,Stories and Poems for Extremely Intelligent Children of All Ages,https://www.amazon.com/Stories-Poems-Extremely-Intelligent-Children/dp/0684868741/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0684868741&pd_rd_r=XZAX6RJEH0K2C5K6DQCK&pd_rd_w=fWoN7&pd_rd_wg=PoqyT&psc=1&refRID=XZAX6RJEH0K2C5K6DQCK,Alice's Adventures in Wonderland (Dover Thrift Editions),https://www.amazon.com/Alices-Adventures-Wonderland-Thrift-Editions/dp/0486275434/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486275434&pd_rd_r=XZAX6RJEH0K2C5K6DQCK&pd_rd_w=fWoN7&pd_rd_wg=PoqyT&psc=1&refRID=XZAX6RJEH0K2C5K6DQCK,The Symbolic Species: The Co-evolution of Language and the Brain,https://www.amazon.com/Symbolic-Species-Co-evolution-Language-Brain/dp/0393317544/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0393317544&pd_rd_r=XZAX6RJEH0K2C5K6DQCK&pd_rd_w=fWoN7&pd_rd_wg=PoqyT&psc=1&refRID=XZAX6RJEH0K2C5K6DQCK,On the Origin of Language,https://www.amazon.com/Origin-Language-Jean-Jacques-Rousseau/dp/0226730123/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0226730123&pd_rd_r=XZAX6RJEH0K2C5K6DQCK&pd_rd_w=fWoN7&pd_rd_wg=PoqyT&psc=1&refRID=XZAX6RJEH0K2C5K6DQCK,All Creatures Great and Small: The Warm and Joyful Memoirs of the…,https://www.amazon.com/All-Creatures-Great-Small-Memoirs/dp/1250057833/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1250057833&pd_rd_r=XZAX6RJEH0K2C5K6DQCK&pd_rd_w=fWoN7&pd_rd_wg=PoqyT&psc=1&refRID=XZAX6RJEH0K2C5K6DQCK,,,,,
Lord Jim,9781551111728,https://www.goodreads.com/buy_buttons/12/follow?book_id=12194&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$23.95,Nostromo (Oxford World's Classics),https://www.amazon.com/Nostromo-Oxford-Worlds-Classics-Joseph/dp/0199555915/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0199555915&pd_rd_r=X76Y69M4338FYAR8XXJA&pd_rd_w=a5VGw&pd_rd_wg=7nfeV&psc=1&refRID=X76Y69M4338FYAR8XXJA,The Dawn Watch: Joseph Conrad in a Global World,https://www.amazon.com/Dawn-Watch-Joseph-Conrad-Global/dp/1594205817/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1594205817&pd_rd_r=X76Y69M4338FYAR8XXJA&pd_rd_w=a5VGw&pd_rd_wg=7nfeV&psc=1&refRID=X76Y69M4338FYAR8XXJA,Heart of Darkness and Other Tales (Oxford World's Classics),https://www.amazon.com/Heart-Darkness-Oxford-Worlds-Classics/dp/0199536015/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0199536015&pd_rd_r=X76Y69M4338FYAR8XXJA&pd_rd_w=a5VGw&pd_rd_wg=7nfeV&psc=1&refRID=X76Y69M4338FYAR8XXJA,The Good Soldier: A Tale of Passion (Penguin Classics),https://www.amazon.com/Good-Soldier-Passion-Penguin-Classics/dp/0141441844/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0141441844&pd_rd_r=X76Y69M4338FYAR8XXJA&pd_rd_w=a5VGw&pd_rd_wg=7nfeV&psc=1&refRID=X76Y69M4338FYAR8XXJA,The Portable Conrad (Penguin Classics),https://www.amazon.com/Portable-Conrad-Penguin-Classics/dp/0143105116/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0143105116&pd_rd_r=X76Y69M4338FYAR8XXJA&pd_rd_w=a5VGw&pd_rd_wg=7nfeV&psc=1&refRID=X76Y69M4338FYAR8XXJA,,,,,
