Book Title,Book ISBN,Book URL,Amazon Price,R1 Title,R1 URL,R2 Title,R2 URL,R3 Title,R3 URL,R4 Title,R4 URL,R5 Title,R5 URL,,,,,
John Barleycorn: Alcoholic Memoirs,9780192837172,https://www.goodreads.com/buy_buttons/12/follow?book_id=288301&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$18.00,The Road,https://www.amazon.com/Road-Jack-London/dp/1440491097/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1440491097&pd_rd_r=823ZJH7173FEDH9V1W8K&pd_rd_w=3zull&pd_rd_wg=5sOJr&psc=1&refRID=823ZJH7173FEDH9V1W8K,To Build a Fire and Other Stories (Bantam Classics),https://www.amazon.com/Build-Other-Stories-Bantam-Classics/dp/0553213350/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553213350&pd_rd_r=823ZJH7173FEDH9V1W8K&pd_rd_w=3zull&pd_rd_wg=5sOJr&psc=1&refRID=823ZJH7173FEDH9V1W8K,MARTIN EDEN JACK LONDON,https://www.amazon.com/MARTIN-EDEN-JACK-LONDON-London/dp/1502977524/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1502977524&pd_rd_r=823ZJH7173FEDH9V1W8K&pd_rd_w=3zull&pd_rd_wg=5sOJr&psc=1&refRID=823ZJH7173FEDH9V1W8K,The Sea-Wolf (Dover Thrift Editions),https://www.amazon.com/Sea-Wolf-Dover-Thrift-Editions/dp/0486411087/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0486411087&pd_rd_r=823ZJH7173FEDH9V1W8K&pd_rd_w=3zull&pd_rd_wg=5sOJr&psc=1&refRID=823ZJH7173FEDH9V1W8K,Martin Eden (Penguin American Library),https://www.amazon.com/Martin-Eden-Penguin-American-Library/dp/0140187723/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0140187723&pd_rd_r=823ZJH7173FEDH9V1W8K&pd_rd_w=3zull&pd_rd_wg=5sOJr&psc=1&refRID=823ZJH7173FEDH9V1W8K,,,,,
The Road Not Taken and Other Poems,9780486275505,https://www.goodreads.com/buy_buttons/12/follow?book_id=12204&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.00,Leaves of Grass: The Original 1855 Edition (Dover Thrift Editions),https://www.amazon.com/Leaves-Grass-Original-Thrift-Editions/dp/0486456765/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486456765&pd_rd_r=K9PC21TX08DP4GE7NGH5&pd_rd_w=lr86l&pd_rd_wg=k9Mhh&psc=1&refRID=K9PC21TX08DP4GE7NGH5,Complete Poems of Whitman (Wordsworth Poetry Library),https://www.amazon.com/Complete-Whitman-Wordsworth-Poetry-Library/dp/1853264334/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1853264334&pd_rd_r=K9PC21TX08DP4GE7NGH5&pd_rd_w=lr86l&pd_rd_wg=k9Mhh&psc=1&refRID=K9PC21TX08DP4GE7NGH5,101 Great American Poems (Dover Thrift Editions),https://www.amazon.com/Great-American-Poems-Thrift-Editions/dp/0486401588/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486401588&pd_rd_r=K9PC21TX08DP4GE7NGH5&pd_rd_w=lr86l&pd_rd_wg=k9Mhh&psc=1&refRID=K9PC21TX08DP4GE7NGH5,The Collected Poems of Emily Dickinson (Barnes & Noble Classics Series),https://www.amazon.com/Collected-Poems-Dickinson-Barnes-Classics/dp/1593080506/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1593080506&pd_rd_r=K9PC21TX08DP4GE7NGH5&pd_rd_w=lr86l&pd_rd_wg=k9Mhh&psc=1&refRID=K9PC21TX08DP4GE7NGH5,Self-Reliance and Other Essays (Dover Thrift Editions),https://www.amazon.com/Self-Reliance-Other-Essays-Thrift-Editions/dp/0486277909/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486277909&pd_rd_r=K9PC21TX08DP4GE7NGH5&pd_rd_w=lr86l&pd_rd_wg=k9Mhh&psc=1&refRID=K9PC21TX08DP4GE7NGH5,,,,,
His Family,9781594624087,https://www.goodreads.com/buy_buttons/12/follow?book_id=543095&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$20.45,One Of Ours,https://www.amazon.com/One-Ours-Willa-Cather/dp/143828456X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=143828456X&pd_rd_r=B9B5SV7DSARGB95BMGTC&pd_rd_w=gzRus&pd_rd_wg=bOgTR&psc=1&refRID=B9B5SV7DSARGB95BMGTC,The Magnificent Ambersons,https://www.amazon.com/Magnificent-Ambersons-Booth-Tarkington/dp/1482708329/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1482708329&pd_rd_r=B9B5SV7DSARGB95BMGTC&pd_rd_w=gzRus&pd_rd_wg=bOgTR&psc=1&refRID=B9B5SV7DSARGB95BMGTC,The Able McLaughlins,https://www.amazon.com/Able-McLaughlins-Margaret-Wilson/dp/0877972885/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0877972885&pd_rd_r=B9B5SV7DSARGB95BMGTC&pd_rd_w=gzRus&pd_rd_wg=bOgTR&psc=1&refRID=B9B5SV7DSARGB95BMGTC,So Big,https://www.amazon.com/So-Big-Edna-Ferber/dp/0061859982/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0061859982&pd_rd_r=B9B5SV7DSARGB95BMGTC&pd_rd_w=gzRus&pd_rd_wg=bOgTR&psc=1&refRID=B9B5SV7DSARGB95BMGTC,Alice Adams,https://www.amazon.com/Alice-Adams-Booth-Tarkington/dp/1977543812/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1977543812&pd_rd_r=B9B5SV7DSARGB95BMGTC&pd_rd_w=gzRus&pd_rd_wg=bOgTR&psc=1&refRID=B9B5SV7DSARGB95BMGTC,,,,,
Albert Nobbs,9780143122524,https://www.goodreads.com/buy_buttons/12/follow?book_id=13281003&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$10.00,A Bit on the Side,https://www.amazon.com/Bit-Side-William-Trevor/dp/0143035916/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0143035916&pd_rd_r=0AYBTATSJ7952QVM71NS&pd_rd_w=yhkYP&pd_rd_wg=ryxSg&psc=1&refRID=0AYBTATSJ7952QVM71NS,Time After Time (Virago Modern Classics),https://www.amazon.com/Time-After-Virago-Modern-Classics/dp/1844083276/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=1844083276&pd_rd_r=0AYBTATSJ7952QVM71NS&pd_rd_w=yhkYP&pd_rd_wg=ryxSg&psc=1&refRID=0AYBTATSJ7952QVM71NS,"""Easter 1916"" and Other Poems (Dover Thrift Editions)",https://www.amazon.com/Easter-Other-Poems-Thrift-Editions/dp/0486297713/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486297713&pd_rd_r=0AYBTATSJ7952QVM71NS&pd_rd_w=yhkYP&pd_rd_wg=ryxSg&psc=1&refRID=0AYBTATSJ7952QVM71NS,An Anthology of Modern Irish Poetry,https://www.amazon.com/Anthology-Modern-Irish-Poetry/dp/0674072227/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0674072227&pd_rd_r=0AYBTATSJ7952QVM71NS&pd_rd_w=yhkYP&pd_rd_wg=ryxSg&psc=1&refRID=0AYBTATSJ7952QVM71NS,Ulysses (The Gabler Edition),https://www.amazon.com/Ulysses-Gabler-James-Joyce/dp/0394743121/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0394743121&pd_rd_r=0AYBTATSJ7952QVM71NS&pd_rd_w=yhkYP&pd_rd_wg=ryxSg&psc=1&refRID=0AYBTATSJ7952QVM71NS,,,,,
Death in Venice,9780060576172,https://www.goodreads.com/buy_buttons/12/follow?book_id=53061&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$8.98,"Dreadnought: Britain, Germany, and the Coming of the Great War",https://www.amazon.com/Dreadnought-Britain-Germany-Coming-Great/dp/0345375564/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0345375564&pd_rd_r=AYHCPVG7GG2CMWW9NC9P&pd_rd_w=XZhkM&pd_rd_wg=CYYlT&psc=1&refRID=AYHCPVG7GG2CMWW9NC9P,The Tin Drum,https://www.amazon.com/Tin-Drum-G%C3%BCnter-Grass/dp/0547339100/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0547339100&pd_rd_r=AYHCPVG7GG2CMWW9NC9P&pd_rd_w=XZhkM&pd_rd_wg=CYYlT&psc=1&refRID=AYHCPVG7GG2CMWW9NC9P,The Immoralist,https://www.amazon.com/Immoralist-Andr%C3%A9-Gide/dp/0679741917/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0679741917&pd_rd_r=AYHCPVG7GG2CMWW9NC9P&pd_rd_w=XZhkM&pd_rd_wg=CYYlT&psc=1&refRID=AYHCPVG7GG2CMWW9NC9P,"The Metamorphosis, In The Penal Colony, and Other Stories",https://www.amazon.com/Metamorphosis-Penal-Colony-Other-Stories/dp/0684800705/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0684800705&pd_rd_r=AYHCPVG7GG2CMWW9NC9P&pd_rd_w=XZhkM&pd_rd_wg=CYYlT&psc=1&refRID=AYHCPVG7GG2CMWW9NC9P,"Swann's Way: In Search of Lost Time, Vol. 1 (Penguin Classics Deluxe Edition)",https://www.amazon.com/Swanns-Way-Search-Penguin-Classics/dp/0142437964/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0142437964&pd_rd_r=AYHCPVG7GG2CMWW9NC9P&pd_rd_w=XZhkM&pd_rd_wg=CYYlT&psc=1&refRID=AYHCPVG7GG2CMWW9NC9P,,,,,
"Anne of Green Gables (Anne of Green Gables, #1)",9780451528827,https://www.goodreads.com/buy_buttons/12/follow?book_id=8127&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.99,The Little House (9 Volumes Set),https://www.amazon.com/Little-House-Volumes-Set/dp/0064400409/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0064400409&pd_rd_r=0AYB1PE4E0XR7NQ63PSD&pd_rd_w=rgL6Y&pd_rd_wg=7YLny&psc=1&refRID=0AYB1PE4E0XR7NQ63PSD,Where the Red Fern Grows,https://www.amazon.com/Where-Fern-Grows-Wilson-Rawls/dp/0553274295/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0553274295&pd_rd_r=0AYB1PE4E0XR7NQ63PSD&pd_rd_w=rgL6Y&pd_rd_wg=7YLny&psc=1&refRID=0AYB1PE4E0XR7NQ63PSD,Cambridge Checkpoint Science Workbook 7 (Cambridge…,https://www.amazon.com/Cambridge-Checkpoint-Workbook-International-Examinations/dp/1107622859/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1107622859&pd_rd_r=0AYB1PE4E0XR7NQ63PSD&pd_rd_w=rgL6Y&pd_rd_wg=7YLny&psc=1&refRID=0AYB1PE4E0XR7NQ63PSD,Cambridge Checkpoint Mathematics Practice Book 7 (Cambridge…,https://www.amazon.com/Cambridge-Checkpoint-Mathematics-International-Examinations/dp/1107695406/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1107695406&pd_rd_r=0AYB1PE4E0XR7NQ63PSD&pd_rd_w=rgL6Y&pd_rd_wg=7YLny&psc=1&refRID=0AYB1PE4E0XR7NQ63PSD,Cambridge Checkpoint Science Coursebook 7 (Cambridge…,https://www.amazon.com/Cambridge-Checkpoint-Coursebook-International-Examinations/dp/1107613337/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1107613337&pd_rd_r=0AYB1PE4E0XR7NQ63PSD&pd_rd_w=rgL6Y&pd_rd_wg=7YLny&psc=1&refRID=0AYB1PE4E0XR7NQ63PSD,,,,,
"The Wonderful Wizard of Oz (Oz, #1)",9780140621679,https://www.goodreads.com/buy_buttons/12/follow?book_id=236093&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.95,Alice's Adventures in Wonderland & Through the Looking-Glass…,https://www.amazon.com/Adventures-Wonderland-Through-Looking-Glass-Classics/dp/0553213458/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0553213458&pd_rd_r=9K3QDJR32KVJD3FPQ2R5&pd_rd_w=4fsSi&pd_rd_wg=vGBgM&psc=1&refRID=9K3QDJR32KVJD3FPQ2R5,Peter Pan,https://www.amazon.com/Peter-Pan-J-M-Barrie/dp/142095248X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=142095248X&pd_rd_r=9K3QDJR32KVJD3FPQ2R5&pd_rd_w=4fsSi&pd_rd_wg=vGBgM&psc=1&refRID=9K3QDJR32KVJD3FPQ2R5,The Secret Garden (HarperClassics),https://www.amazon.com/Secret-HarperClassics-Frances-Hodgson-Burnett/dp/006440188X/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=006440188X&pd_rd_r=9K3QDJR32KVJD3FPQ2R5&pd_rd_w=4fsSi&pd_rd_wg=vGBgM&psc=1&refRID=9K3QDJR32KVJD3FPQ2R5,Peter Pan,https://www.amazon.com/Peter-Pan-J-M-Barrie/dp/069262547X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=069262547X&pd_rd_r=9K3QDJR32KVJD3FPQ2R5&pd_rd_w=4fsSi&pd_rd_wg=vGBgM&psc=1&refRID=9K3QDJR32KVJD3FPQ2R5,Through the Looking-Glass (Dover Thrift Editions),https://www.amazon.com/Through-Looking-Glass-Dover-Thrift-Editions/dp/0486408787/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486408787&pd_rd_r=9K3QDJR32KVJD3FPQ2R5&pd_rd_w=4fsSi&pd_rd_wg=vGBgM&psc=1&refRID=9K3QDJR32KVJD3FPQ2R5,,,,,
The Hound of the Baskervilles,9780451528018,https://www.goodreads.com/buy_buttons/12/follow?book_id=8921&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$3.59,A Christmas Carol (Enriched Classics),https://www.amazon.com/Christmas-Carol-Enriched-Classics/dp/1416534784/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=1416534784&pd_rd_r=GQY1FRGM0YE1S8Q3FVWZ&pd_rd_w=AVlbp&pd_rd_wg=aNXfo&psc=1&refRID=GQY1FRGM0YE1S8Q3FVWZ,YE GODS,https://www.amazon.com/YE-GODS-Addison-Wesley/dp/0883341964/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0883341964&pd_rd_r=GQY1FRGM0YE1S8Q3FVWZ&pd_rd_w=AVlbp&pd_rd_wg=aNXfo&psc=1&refRID=GQY1FRGM0YE1S8Q3FVWZ,REALIDADES 2014 LEVELED VOCABULARY AND GRAMMAR…,https://www.amazon.com/REALIDADES-LEVELED-VOCABULARY-WORKBOOK-Realidades/dp/0133225720/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0133225720&pd_rd_r=GQY1FRGM0YE1S8Q3FVWZ&pd_rd_w=AVlbp&pd_rd_wg=aNXfo&psc=1&refRID=GQY1FRGM0YE1S8Q3FVWZ,Fahrenheit 451,https://www.amazon.com/Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1451673310&pd_rd_r=GQY1FRGM0YE1S8Q3FVWZ&pd_rd_w=AVlbp&pd_rd_wg=aNXfo&psc=1&refRID=GQY1FRGM0YE1S8Q3FVWZ,"World War One British Poets: Brooke, Owen, Sassoon, Rosenberg and…",https://www.amazon.com/World-War-One-British-Poets/dp/0486295680/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0486295680&pd_rd_r=GQY1FRGM0YE1S8Q3FVWZ&pd_rd_w=AVlbp&pd_rd_wg=aNXfo&psc=1&refRID=GQY1FRGM0YE1S8Q3FVWZ,,,,,
The Call of the Wild,9780439227148,https://www.goodreads.com/buy_buttons/12/follow?book_id=1852&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$2.68,Tales of the Greek Heroes (Puffin Classics),https://www.amazon.com/Tales-Greek-Heroes-Puffin-Classics/dp/0141325283/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0141325283&pd_rd_r=DHS5X5FF7Y5HXWQSXTEW&pd_rd_w=hwDW5&pd_rd_wg=0f3gj&psc=1&refRID=DHS5X5FF7Y5HXWQSXTEW,"The Trapp Family Recorder Method, Book 1: Descant or Tenor",https://www.amazon.com/Trapp-Family-Recorder-Method-Book/dp/0901938505/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0901938505&pd_rd_r=DHS5X5FF7Y5HXWQSXTEW&pd_rd_w=hwDW5&pd_rd_wg=0f3gj&psc=1&refRID=DHS5X5FF7Y5HXWQSXTEW,Cyrano de Bergerac (Signet Classics),https://www.amazon.com/Cyrano-Bergerac-Signet-Classics-Rostand/dp/0451531981/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0451531981&pd_rd_r=DHS5X5FF7Y5HXWQSXTEW&pd_rd_w=hwDW5&pd_rd_wg=0f3gj&psc=1&refRID=DHS5X5FF7Y5HXWQSXTEW,The Ancient Near Eastern World (The World in Ancient Times),https://www.amazon.com/Ancient-Near-Eastern-World-Times/dp/0195161599/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0195161599&pd_rd_r=DHS5X5FF7Y5HXWQSXTEW&pd_rd_w=hwDW5&pd_rd_wg=0f3gj&psc=1&refRID=DHS5X5FF7Y5HXWQSXTEW,A Collection of Stories (Tor Classics),https://www.amazon.com/Collection-Stories-Tor-Classics/dp/0812504550/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0812504550&pd_rd_r=DHS5X5FF7Y5HXWQSXTEW&pd_rd_w=hwDW5&pd_rd_wg=0f3gj&psc=1&refRID=DHS5X5FF7Y5HXWQSXTEW,,,,,
The Wind in the Willows,9780143039099,https://www.goodreads.com/buy_buttons/12/follow?book_id=5659&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$9.31,Peter Pan,https://www.amazon.com/Peter-Pan-J-M-Barrie/dp/142095248X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=142095248X&pd_rd_r=ZJG4NYYJ2MP3R1HQM2JS&pd_rd_w=dPxs4&pd_rd_wg=GO6OE&psc=1&refRID=ZJG4NYYJ2MP3R1HQM2JS,The Secret Garden (HarperClassics),https://www.amazon.com/Secret-HarperClassics-Frances-Hodgson-Burnett/dp/006440188X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=006440188X&pd_rd_r=ZJG4NYYJ2MP3R1HQM2JS&pd_rd_w=dPxs4&pd_rd_wg=GO6OE&psc=1&refRID=ZJG4NYYJ2MP3R1HQM2JS,The Adventures of Tom Sawyer by Mark Twain,https://www.amazon.com/Adventures-Tom-Sawyer-Mark-Twain/dp/1973844737/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1973844737&pd_rd_r=ZJG4NYYJ2MP3R1HQM2JS&pd_rd_w=dPxs4&pd_rd_wg=GO6OE&psc=1&refRID=ZJG4NYYJ2MP3R1HQM2JS,Treasure Island (Signet Classics),https://www.amazon.com/Treasure-Island-Signet-Classics-Stevenson/dp/1101990325/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1101990325&pd_rd_r=ZJG4NYYJ2MP3R1HQM2JS&pd_rd_w=dPxs4&pd_rd_wg=GO6OE&psc=1&refRID=ZJG4NYYJ2MP3R1HQM2JS,Alice's Adventures in Wonderland & Through the Looking-Glass…,https://www.amazon.com/Adventures-Wonderland-Through-Looking-Glass-Classics/dp/0553213458/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0553213458&pd_rd_r=ZJG4NYYJ2MP3R1HQM2JS&pd_rd_w=dPxs4&pd_rd_wg=GO6OE&psc=1&refRID=ZJG4NYYJ2MP3R1HQM2JS,,,,,
A Little Princess,9780142437018,https://www.goodreads.com/buy_buttons/12/follow?book_id=3008&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.48,The Secret Garden (HarperClassics),https://www.amazon.com/Secret-HarperClassics-Frances-Hodgson-Burnett/dp/006440188X/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=006440188X&pd_rd_r=TJ0XDZGG2PMNQN691CPA&pd_rd_w=3v6DW&pd_rd_wg=EVOWd&psc=1&refRID=TJ0XDZGG2PMNQN691CPA,Peter Pan,https://www.amazon.com/Peter-Pan-J-M-Barrie/dp/142095248X/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=142095248X&pd_rd_r=TJ0XDZGG2PMNQN691CPA&pd_rd_w=3v6DW&pd_rd_wg=EVOWd&psc=1&refRID=TJ0XDZGG2PMNQN691CPA,The Secret Garden (A Stepping Stone Book(TM)),https://www.amazon.com/Secret-Garden-Stepping-Stone-Book/dp/0679847510/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0679847510&pd_rd_r=TJ0XDZGG2PMNQN691CPA&pd_rd_w=3v6DW&pd_rd_wg=EVOWd&psc=1&refRID=TJ0XDZGG2PMNQN691CPA,Pollyanna,https://www.amazon.com/Pollyanna-Eleanor-H-Porter/dp/1977728758/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=1977728758&pd_rd_r=TJ0XDZGG2PMNQN691CPA&pd_rd_w=3v6DW&pd_rd_wg=EVOWd&psc=1&refRID=TJ0XDZGG2PMNQN691CPA,Winnie-the-Pooh (Puffin Modern Classics),https://www.amazon.com/Winnie-Pooh-Puffin-Modern-Classics/dp/0142404675/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0142404675&pd_rd_r=TJ0XDZGG2PMNQN691CPA&pd_rd_w=3v6DW&pd_rd_wg=EVOWd&psc=1&refRID=TJ0XDZGG2PMNQN691CPA,,,,,
A Room with a View,9781420925432,https://www.goodreads.com/buy_buttons/12/follow?book_id=3087&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$7.43,Howards End (Dover Thrift Editions),https://www.amazon.com/Howards-End-Dover-Thrift-Editions/dp/0486424545/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486424545&pd_rd_r=9BG3D0V9J381PY6X45HJ&pd_rd_w=hRR9V&pd_rd_wg=e7nJJ&psc=1&refRID=9BG3D0V9J381PY6X45HJ,Daisy Miller (Dover Thrift Editions),https://www.amazon.com/Daisy-Miller-Dover-Thrift-Editions/dp/0486287734/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486287734&pd_rd_r=9BG3D0V9J381PY6X45HJ&pd_rd_w=hRR9V&pd_rd_wg=e7nJJ&psc=1&refRID=9BG3D0V9J381PY6X45HJ,Where Angels Fear to Tread (Dover Thrift Editions),https://www.amazon.com/Where-Angels-Tread-Thrift-Editions/dp/0486277917/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=0486277917&pd_rd_r=9BG3D0V9J381PY6X45HJ&pd_rd_w=hRR9V&pd_rd_wg=e7nJJ&psc=1&refRID=9BG3D0V9J381PY6X45HJ,Their Eyes Were Watching God,https://www.amazon.com/Their-Eyes-Were-Watching-God/dp/B01182QYPS/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=B01182QYPS&pd_rd_r=9BG3D0V9J381PY6X45HJ&pd_rd_w=hRR9V&pd_rd_wg=e7nJJ&psc=1&refRID=9BG3D0V9J381PY6X45HJ,Daisy Miller and Other Stories (Oxford World's Classics),https://www.amazon.com/Miller-Stories-Oxford-Worlds-Classics/dp/0199538565/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=0199538565&pd_rd_r=9BG3D0V9J381PY6X45HJ&pd_rd_w=hRR9V&pd_rd_wg=e7nJJ&psc=1&refRID=9BG3D0V9J381PY6X45HJ,,,,,
The House of Mirth,9781844082933,https://www.goodreads.com/buy_buttons/12/follow?book_id=17728&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$12.27,Sister Carrie (Dover Thrift Editions),https://www.amazon.com/Sister-Carrie-Dover-Thrift-Editions/dp/0486434680/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0486434680&pd_rd_r=548H5PHE4MMKSJEKACNB&pd_rd_w=K5mX1&pd_rd_wg=bVR0M&psc=1&refRID=548H5PHE4MMKSJEKACNB,The Country of the Pointed Firs (Dover Thrift Editions),https://www.amazon.com/Country-Pointed-Dover-Thrift-Editions/dp/0486281965/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0486281965&pd_rd_r=548H5PHE4MMKSJEKACNB&pd_rd_w=K5mX1&pd_rd_wg=bVR0M&psc=1&refRID=548H5PHE4MMKSJEKACNB,The Age of Innocence,https://www.amazon.com/Age-Innocence-Edith-Wharton/dp/1508475571/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=1508475571&pd_rd_r=548H5PHE4MMKSJEKACNB&pd_rd_w=K5mX1&pd_rd_wg=bVR0M&psc=1&refRID=548H5PHE4MMKSJEKACNB,Salome of the Tenements (Radical Novel Reconsidered),https://www.amazon.com/Salome-Tenements-Radical-Novel-Reconsidered/dp/0252064356/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=0252064356&pd_rd_r=548H5PHE4MMKSJEKACNB&pd_rd_w=K5mX1&pd_rd_wg=bVR0M&psc=1&refRID=548H5PHE4MMKSJEKACNB,The Age of Innocence,https://www.amazon.com/Age-Innocence-Edith-Wharton/dp/1420954164/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=1420954164&pd_rd_r=548H5PHE4MMKSJEKACNB&pd_rd_w=K5mX1&pd_rd_wg=bVR0M&psc=1&refRID=548H5PHE4MMKSJEKACNB,,,,,
The Tale of Peter Rabbit,9780723247708,https://www.goodreads.com/buy_buttons/12/follow?book_id=19321&ref=x_gr_w_bb&tag=x_gr_w_bb-20,$6.99,The Tale of Benjamin Bunny (Peter Rabbit),https://www.amazon.com/Tale-Benjamin-Bunny-Peter-Rabbit/dp/0723247730/ref=pd_sim_14_1?_encoding=UTF8&pd_rd_i=0723247730&pd_rd_r=VFHM7202RPD77QVQYX7T&pd_rd_w=fVi6j&pd_rd_wg=a5qsu&psc=1&refRID=VFHM7202RPD77QVQYX7T,The Tale of Jemima Puddle-Duck (Peter Rabbit),https://www.amazon.com/Tale-Jemima-Puddle-Duck-Peter-Rabbit/dp/0723247781/ref=pd_sim_14_2?_encoding=UTF8&pd_rd_i=0723247781&pd_rd_r=VFHM7202RPD77QVQYX7T&pd_rd_w=fVi6j&pd_rd_wg=a5qsu&psc=1&refRID=VFHM7202RPD77QVQYX7T,"GUND Classic Beatrix Potter Peter Rabbit Stuffed Animal Plush, 6.5""",https://www.amazon.com/GUND-Classic-Beatrix-Potter-Stuffed/dp/B00S0WSZYS/ref=pd_sim_14_3?_encoding=UTF8&pd_rd_i=B00S0WSZYS&pd_rd_r=VFHM7202RPD77QVQYX7T&pd_rd_w=fVi6j&pd_rd_wg=a5qsu&psc=1&refRID=VFHM7202RPD77QVQYX7T,The Tale of the Flopsy Bunnies (Peter Rabbit),https://www.amazon.com/Tale-Flopsy-Bunnies-Peter-Rabbit/dp/072324779X/ref=pd_sim_14_4?_encoding=UTF8&pd_rd_i=072324779X&pd_rd_r=VFHM7202RPD77QVQYX7T&pd_rd_w=fVi6j&pd_rd_wg=a5qsu&psc=1&refRID=VFHM7202RPD77QVQYX7T,"GUND Classic Beatrix Potter Peter Rabbit Stuffed Animal Plush, 9""",https://www.amazon.com/GUND-Classic-Beatrix-Potter-Stuffed/dp/B00S0WTJ48/ref=pd_sim_14_5?_encoding=UTF8&pd_rd_i=B00S0WTJ48&pd_rd_r=VFHM7202RPD77QVQYX7T&pd_rd_w=fVi6j&pd_rd_wg=a5qsu&psc=1&refRID=VFHM7202RPD77QVQYX7T,,,,,
